region_id,region_type,zipcode,state,metro_area,city,county
84429,zip,60184,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Wayne,DuPage County
84523,zip,60472,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Robbins,Cook County
84520,zip,60469,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Posen,Cook County
84412,zip,60163,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Berkeley,Cook County
84303,zip,60040,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Highwood,Lake County
84463,zip,60408,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Braidwood,Will County
84401,zip,60151,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Maple Park,Kane County
84327,zip,60071,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Richmond,McHenry County
84446,zip,60203,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Evanston,Cook County
84414,zip,60165,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Stone Park,Cook County
84507,zip,60456,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Hometown,Cook County
84473,zip,60421,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Elwood,Will County
84290,zip,60021,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Fox River Grove,McHenry County
78105,zip,46349,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake Village,Newton County
84570,zip,60541,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Newark,Kendall County
84407,zip,60157,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Medinah,DuPage County
84426,zip,60180,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Union,McHenry County
84396,zip,60145,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kingston,DeKalb County
84476,zip,60424,IL,"Chicago-Naperville-Elgin, IL-IN-WI",nan,Grundy County
84527,zip,60476,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Thornton,Cook County
84397,zip,60146,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kirkland,DeKalb County
84554,zip,60520,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Hinckley,DeKalb County
84306,zip,60043,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kenilworth,Cook County
84495,zip,60444,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Mazon,Grundy County
78876,zip,47977,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Remington,Jasper County
84641,zip,60641,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
84640,zip,60640,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
84629,zip,60628,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
84611,zip,60609,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
84460,zip,60402,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Berwyn,Cook County
84648,zip,60651,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
84621,zip,60619,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
