region_id,region_type,region,County Name,State,Metro Area
1980,county,Prowers County;CO;nan,Prowers County,CO,
1765,county,Haskell County;OK;nan,Haskell County,OK,
1811,county,"Jackson County;TN;Cookeville, TN",Jackson County,TN,"Cookeville, TN"
486,county,Dooly County;GA;nan,Dooly County,GA,
475,county,Desha County;AR;nan,Desha County,AR,
3008,county,Rio Grande County;CO;nan,Rio Grande County,CO,
2856,county,"Trousdale County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN",Trousdale County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1666,county,Decatur County;TN;nan,Decatur County,TN,
2462,county,Okfuskee County;OK;nan,Okfuskee County,OK,
551,county,"Heard County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Heard County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
2424,county,"McIntosh County;GA;Brunswick, GA",McIntosh County,GA,"Brunswick, GA"
3064,county,Washington County;NC;nan,Washington County,NC,
377,county,Bacon County;GA;nan,Bacon County,GA,
656,county,Noble County;OK;nan,Noble County,OK,
128,county,Clay County;NC;nan,Clay County,NC,
1586,county,Candler County;GA;nan,Candler County,GA,
492,county,Early County;GA;nan,Early County,GA,
1594,county,Carroll County;KY;nan,Carroll County,KY,
508,county,Evans County;GA;nan,Evans County,GA,
2803,county,Middlesex County;VA;nan,Middlesex County,VA,
2361,county,Johnston County;OK;nan,Johnston County,OK,
825,county,Alcona County;MI;nan,Alcona County,MI,
241,county,"Love County;OK;Ardmore, OK",Love County,OK,"Ardmore, OK"
675,county,"Perry County;AR;Little Rock-North Little Rock-Conway, AR",Perry County,AR,"Little Rock-North Little Rock-Conway, AR"
1982,county,Pulaski County;GA;nan,Pulaski County,GA,
705,county,Scott County;AR;nan,Scott County,AR,
1141,county,"Lanier County;GA;Valdosta, GA",Lanier County,GA,"Valdosta, GA"
1491,county,Wilkes County;GA;nan,Wilkes County,GA,
570,county,Irwin County;GA;nan,Irwin County,GA,
795,county,Wayne County;NE;nan,Wayne County,NE,
1850,county,Latimer County;OK;nan,Latimer County,OK,
1271,county,Nowata County;OK;nan,Nowata County,OK,
3106,county,Montmorency County;MI;nan,Montmorency County,MI,
2539,county,Seminole County;GA;nan,Seminole County,GA,
2051,county,"Terrell County;GA;Albany, GA",Terrell County,GA,"Albany, GA"
2908,county,Crittenden County;KY;nan,Crittenden County,KY,
2874,county,Wilkinson County;GA;nan,Wilkinson County,GA,
1444,county,Turner County;GA;nan,Turner County,GA,
881,county,Blaine County;OK;nan,Blaine County,OK,
247,county,Lyon County;KY;nan,Lyon County,KY,
2298,county,"Gallatin County;KY;Cincinnati, OH-KY-IN",Gallatin County,KY,"Cincinnati, OH-KY-IN"
866,county,"Benton County;IN;Lafayette-West Lafayette, IN",Benton County,IN,"Lafayette-West Lafayette, IN"
2968,county,Montgomery County;AR;nan,Montgomery County,AR,
1552,county,"Bracken County;KY;Cincinnati, OH-KY-IN",Bracken County,KY,"Cincinnati, OH-KY-IN"
2769,county,Lafayette County;FL;nan,Lafayette County,FL,
683,county,Perry County;TN;nan,Perry County,TN,
579,county,Keith County;NE;nan,Keith County,NE,
847,county,Baraga County;MI;nan,Baraga County,MI,
1784,county,Houston County;TN;nan,Houston County,TN,
1446,county,"Twiggs County;GA;Macon-Bibb County, GA",Twiggs County,GA,"Macon-Bibb County, GA"
3138,county,Schoolcraft County;MI;nan,Schoolcraft County,MI,
1372,county,Searcy County;AR;nan,Searcy County,AR,
1527,county,"Ballard County;KY;Paducah, KY-IL",Ballard County,KY,"Paducah, KY-IL"
624,county,Major County;OK;nan,Major County,OK,
1865,county,"Lincoln County;GA;Augusta-Richmond County, GA-SC",Lincoln County,GA,"Augusta-Richmond County, GA-SC"
131,county,Clay County;TN;nan,Clay County,TN,
2454,county,Nicholas County;KY;nan,Nicholas County,KY,
228,county,Lake County;TN;nan,Lake County,TN,
1714,county,Fremont County;IA;nan,Fremont County,IA,
1756,county,Hancock County;TN;nan,Hancock County,TN,
1023,county,Fulton County;KY;nan,Fulton County,KY,
650,county,"Moore County;TN;Tullahoma-Manchester, TN",Moore County,TN,"Tullahoma-Manchester, TN"
2582,county,"Treutlen County;GA;Dublin, GA",Treutlen County,GA,"Dublin, GA"
2861,county,Van Buren County;TN;nan,Van Buren County,TN,
1417,county,"Talbot County;GA;Columbus, GA-AL",Talbot County,GA,"Columbus, GA-AL"
959,county,"Cotton County;OK;Lawton, OK",Cotton County,OK,"Lawton, OK"
134,county,Coal County;OK;nan,Coal County,OK,
2321,county,Hamilton County;NY;nan,Hamilton County,NY,
1973,county,Pickett County;TN;nan,Pickett County,TN,
539,county,Grant County;OK;nan,Grant County,OK,
1988,county,"Quitman County;GA;Eufaula, AL-GA",Quitman County,GA,"Eufaula, AL-GA"
1795,county,"Jackson County;GA;Jefferson, GA",Jackson County,GA,"Jefferson, GA"
781,county,"Vance County;NC;Henderson, NC",Vance County,NC,"Henderson, NC"
1593,county,"Carroll County;IN;Lafayette-West Lafayette, IN",Carroll County,IN,"Lafayette-West Lafayette, IN"
2903,county,Clearwater County;ID;nan,Clearwater County,ID,
1546,county,Bledsoe County;TN;nan,Bledsoe County,TN,
1647,county,"Cullman County;AL;Cullman, AL",Cullman County,AL,"Cullman, AL"
1656,county,"De Kalb County;AL;Fort Payne, AL",De Kalb County,AL,"Fort Payne, AL"
3012,county,"Rockingham County;NC;Greensboro-High Point, NC",Rockingham County,NC,"Greensboro-High Point, NC"
902,county,"Butler County;MO;Poplar Bluff, MO",Butler County,MO,"Poplar Bluff, MO"
2853,county,"Talladega County;AL;Talladega-Sylacauga, AL",Talladega County,AL,"Talladega-Sylacauga, AL"
580,county,"Kings County;CA;Hanford-Corcoran, CA",Kings County,CA,"Hanford-Corcoran, CA"
2351,county,"Humboldt County;CA;Eureka-Arcata, CA",Humboldt County,CA,"Eureka-Arcata, CA"
883,county,"Blount County;AL;Birmingham-Hoover, AL",Blount County,AL,"Birmingham-Hoover, AL"
1831,county,Kanabec County;MN;nan,Kanabec County,MN,
2358,county,"Jennings County;IN;North Vernon, IN",Jennings County,IN,"North Vernon, IN"
2289,county,"Franklin County;PA;Chambersburg-Waynesboro, PA",Franklin County,PA,"Chambersburg-Waynesboro, PA"
2162,county,"Caldwell County;MO;Kansas City, MO-KS",Caldwell County,MO,"Kansas City, MO-KS"
1069,county,Grundy County;MO;nan,Grundy County,MO,
2530,county,"Saunders County;NE;Omaha-Council Bluffs, NE-IA",Saunders County,NE,"Omaha-Council Bluffs, NE-IA"
2971,county,Montgomery County;IL;nan,Montgomery County,IL,
2778,county,Lancaster County;VA;nan,Lancaster County,VA,
3193,county,"Spotsylvania County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV",Spotsylvania County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
2240,county,"Culpeper County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV",Culpeper County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
552,county,"Henry County;AL;Dothan, AL",Henry County,AL,"Dothan, AL"
1869,county,"Lincoln Parish;LA;Ruston, LA",Lincoln Parish,LA,"Ruston, LA"
3117,county,"Plaquemines Parish;LA;New Orleans-Metairie, LA",Plaquemines Parish,LA,"New Orleans-Metairie, LA"
2204,county,Cleburne County;AL;nan,Cleburne County,AL,
1007,county,"Etowah County;AL;Gadsden, AL",Etowah County,AL,"Gadsden, AL"
2821,county,Palo Alto County;IA;nan,Palo Alto County,IA,
1420,county,Taylor County;GA;nan,Taylor County,GA,
2622,county,Aroostook County;ME;nan,Aroostook County,ME,
2747,county,Jefferson County;NE;nan,Jefferson County,NE,
2491,county,Randolph County;GA;nan,Randolph County,GA,
507,county,Essex County;VT;nan,Essex County,VT,
1864,county,Lincoln County;CO;nan,Lincoln County,CO,
1180,county,Martin County;NC;nan,Martin County,NC,
2931,county,"Grand Isle County;VT;Burlington-South Burlington, VT",Grand Isle County,VT,"Burlington-South Burlington, VT"
3206,county,"Franklin City;VA;Virginia Beach-Norfolk-Newport News, VA-NC",Franklin City,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
2178,county,Caroline County;VA;nan,Caroline County,VA,
1156,county,"Madera County;CA;Madera, CA",Madera County,CA,"Madera, CA"
2796,county,"Mendocino County;CA;Ukiah, CA",Mendocino County,CA,"Ukiah, CA"
761,county,"Union County;AR;El Dorado, AR",Union County,AR,"El Dorado, AR"
145,county,"Dale County;AL;Ozark, AL",Dale County,AL,"Ozark, AL"
640,county,"Miami County;KS;Kansas City, MO-KS",Miami County,KS,"Kansas City, MO-KS"
818,county,"Yazoo County;MS;Jackson, MS",Yazoo County,MS,"Jackson, MS"
1041,county,"Gilpin County;CO;Denver-Aurora-Lakewood, CO",Gilpin County,CO,"Denver-Aurora-Lakewood, CO"
112,county,"Cass County;MO;Kansas City, MO-KS",Cass County,MO,"Kansas City, MO-KS"
2957,county,"Livingston County;KY;Paducah, KY-IL",Livingston County,KY,"Paducah, KY-IL"
540,county,Grant County;OR;nan,Grant County,OR,
1631,county,"Clinton County;OH;Wilmington, OH",Clinton County,OH,"Wilmington, OH"
836,county,Arenac County;MI;nan,Arenac County,MI,
2317,county,Hamilton County;IL;nan,Hamilton County,IL,
1050,county,"Graves County;KY;Mayfield, KY",Graves County,KY,"Mayfield, KY"
2456,county,"Nicollet County;MN;Mankato, MN",Nicollet County,MN,"Mankato, MN"
360,county,"Adams County;NE;Hastings, NE",Adams County,NE,"Hastings, NE"
2467,county,"Ouachita County;AR;Camden, AR",Ouachita County,AR,"Camden, AR"
2036,county,"Stanton County;NE;Norfolk, NE",Stanton County,NE,"Norfolk, NE"
2969,county,"Montgomery County;GA;Vidalia, GA",Montgomery County,GA,"Vidalia, GA"
1483,county,"Warren County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV",Warren County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1386,county,Shelby County;MO;nan,Shelby County,MO,
2612,county,Alleghany County;NC;nan,Alleghany County,NC,
1818,county,"Johnson County;GA;Dublin, GA",Johnson County,GA,"Dublin, GA"
2517,county,Saguache County;CO;nan,Saguache County,CO,
832,county,"Andrew County;MO;St. Joseph, MO-KS",Andrew County,MO,"St. Joseph, MO-KS"
1379,county,"Seward County;NE;Lincoln, NE",Seward County,NE,"Lincoln, NE"
2043,county,"Stewart County;GA;Columbus, GA-AL",Stewart County,GA,"Columbus, GA-AL"
2615,county,Allendale County;SC;nan,Allendale County,SC,
1369,county,"Schley County;GA;Americus, GA",Schley County,GA,"Americus, GA"
3007,county,Rio Blanco County;CO;nan,Rio Blanco County,CO,
265,county,Owen County;KY;nan,Owen County,KY,
3203,county,"Chattahoochee County;GA;Columbus, GA-AL",Chattahoochee County,GA,"Columbus, GA-AL"
1794,county,Jackson County;FL;nan,Jackson County,FL,
1717,county,"Gadsden County;FL;Tallahassee, FL",Gadsden County,FL,"Tallahassee, FL"
378,county,"Baker County;FL;Jacksonville, FL",Baker County,FL,"Jacksonville, FL"
1603,county,Caswell County;NC;nan,Caswell County,NC,
2991,county,"Orangeburg County;SC;Orangeburg, SC",Orangeburg County,SC,"Orangeburg, SC"
2510,county,"Richmond County;NC;Rockingham, NC",Richmond County,NC,"Rockingham, NC"
1521,county,"Audrain County;MO;Mexico, MO",Audrain County,MO,"Mexico, MO"
374,county,"Anson County;NC;Charlotte-Concord-Gastonia, NC-SC",Anson County,NC,"Charlotte-Concord-Gastonia, NC-SC"
306,county,Rock County;MN;nan,Rock County,MN,
2076,county,Webster County;GA;nan,Webster County,GA,
320,county,Todd County;MN;nan,Todd County,MN,
2735,county,"Jefferson County;FL;Tallahassee, FL",Jefferson County,FL,"Tallahassee, FL"
2320,county,Hamilton County;NE;nan,Hamilton County,NE,
1175,county,"Marion County;WV;Fairmont, WV",Marion County,WV,"Fairmont, WV"
1264,county,"Newton County;IN;Chicago-Naperville-Elgin, IL-IN-WI",Newton County,IN,"Chicago-Naperville-Elgin, IL-IN-WI"
1334,county,Powell County;KY;nan,Powell County,KY,
1094,county,Holmes County;FL;nan,Holmes County,FL,
1206,county,Miller County;GA;nan,Miller County,GA,
346,county,"Yuba County;CA;Yuba City, CA",Yuba County,CA,"Yuba City, CA"
829,county,Amador County;CA;nan,Amador County,CA,
2548,county,Siskiyou County;CA;nan,Siskiyou County,CA,
1113,county,"Itasca County;MN;Grand Rapids, MN",Itasca County,MN,"Grand Rapids, MN"
1232,county,"Morgan County;IL;Jacksonville, IL",Morgan County,IL,"Jacksonville, IL"
3257,county,Kenai Peninsula Borough;AK;nan,Kenai Peninsula Borough,AK,
768,county,"Union Parish;LA;Monroe, LA",Union Parish,LA,"Monroe, LA"
2101,county,Winston County;AL;nan,Winston County,AL,
3211,county,Kodiak Island Borough;AK;nan,Kodiak Island Borough,AK,
2278,county,"Franklin County;KS;Ottawa, KS",Franklin County,KS,"Ottawa, KS"
1318,county,Phelps County;NE;nan,Phelps County,NE,
867,county,"Benton County;MN;St. Cloud, MN",Benton County,MN,"St. Cloud, MN"
349,county,Adair County;IA;nan,Adair County,IA,
2762,county,"Kandiyohi County;MN;Willmar, MN",Kandiyohi County,MN,"Willmar, MN"
83,county,"Lee County;IL;Dixon, IL",Lee County,IL,"Dixon, IL"
3065,county,"Washington County;NE;Omaha-Council Bluffs, NE-IA",Washington County,NE,"Omaha-Council Bluffs, NE-IA"
2389,county,"Le Sueur County;MN;Minneapolis-St. Paul-Bloomington, MN-WI",Le Sueur County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
1004,county,"Elmore County;ID;Mountain Home, ID",Elmore County,ID,"Mountain Home, ID"
163,county,"Gage County;NE;Beatrice, NE",Gage County,NE,"Beatrice, NE"
1229,county,"Morgan County;AL;Decatur, AL",Morgan County,AL,"Decatur, AL"
2852,county,"Sunflower County;MS;Indianola, MS",Sunflower County,MS,"Indianola, MS"
3252,county,"West Feliciana Parish;LA;Baton Rouge, LA",West Feliciana Parish,LA,"Baton Rouge, LA"
2629,county,Bienville Parish;LA;nan,Bienville Parish,LA,
1597,county,"Carroll County;MS;Greenwood, MS",Carroll County,MS,"Greenwood, MS"
1147,county,"Lenoir County;NC;Kinston, NC",Lenoir County,NC,"Kinston, NC"
295,county,Polk County;WI;nan,Polk County,WI,
1834,county,"Kearney County;NE;Kearney, NE",Kearney County,NE,"Kearney, NE"
3003,county,Red Willow County;NE;nan,Red Willow County,NE,
2275,county,"Franklin County;ID;Logan, UT-ID",Franklin County,ID,"Logan, UT-ID"
1064,county,"Greene County;VA;Charlottesville, VA",Greene County,VA,"Charlottesville, VA"
1876,county,"Lincoln County;NE;North Platte, NE",Lincoln County,NE,"North Platte, NE"
1143,county,"Lassen County;CA;Susanville, CA",Lassen County,CA,"Susanville, CA"
2268,county,"Fluvanna County;VA;Charlottesville, VA",Fluvanna County,VA,"Charlottesville, VA"
1966,county,"Payette County;ID;Ontario, OR-ID",Payette County,ID,"Ontario, OR-ID"
2403,county,Mariposa County;CA;nan,Mariposa County,CA,
2638,county,Breathitt County;KY;nan,Breathitt County,KY,
524,county,Glenn County;CA;nan,Glenn County,CA,
2678,county,"Del Norte County;CA;Crescent City, CA",Del Norte County,CA,"Crescent City, CA"
952,county,Colusa County;CA;nan,Colusa County,CA,
2056,county,Trinity County;CA;nan,Trinity County,CA,
1398,county,Starke County;IN;nan,Starke County,IN,
249,county,"Lyon County;NV;Fernley, NV",Lyon County,NV,"Fernley, NV"
2416,county,"Marshall County;WV;Wheeling, WV-OH",Marshall County,WV,"Wheeling, WV-OH"
2365,county,"Kewaunee County;WI;Green Bay, WI",Kewaunee County,WI,"Green Bay, WI"
1888,county,"Lowndes County;AL;Montgomery, AL",Lowndes County,AL,"Montgomery, AL"
1548,county,"Bossier Parish;LA;Shreveport-Bossier City, LA",Bossier Parish,LA,"Shreveport-Bossier City, LA"
997,county,"Dubois County;IN;Jasper, IN",Dubois County,IN,"Jasper, IN"
2602,county,"Woodford County;IL;Peoria, IL",Woodford County,IL,"Peoria, IL"
2670,county,"Concordia Parish;LA;Natchez, MS-LA",Concordia Parish,LA,"Natchez, MS-LA"
647,county,Modoc County;CA;nan,Modoc County,CA,
3216,county,"Pottawattamie County;IA;Omaha-Council Bluffs, NE-IA",Pottawattamie County,IA,"Omaha-Council Bluffs, NE-IA"
3241,county,"King and Queen County;VA;Richmond, VA",King and Queen County,VA,"Richmond, VA"
630,county,"Mason County;WA;Shelton, WA",Mason County,WA,"Shelton, WA"
2570,county,Suwannee County;FL;nan,Suwannee County,FL,
1391,county,Sierra County;CA;nan,Sierra County,CA,
2486,county,"Powhatan County;VA;Richmond, VA",Powhatan County,VA,"Richmond, VA"
1346,county,"Putnam County;WV;Huntington-Ashland, WV-KY-OH",Putnam County,WV,"Huntington-Ashland, WV-KY-OH"
472,county,Delta County;CO;nan,Delta County,CO,
2965,county,"Mille Lacs County;MN;Minneapolis-St. Paul-Bloomington, MN-WI",Mille Lacs County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
1467,county,"Waller County;TX;Houston-The Woodlands-Sugar Land, TX",Waller County,TX,"Houston-The Woodlands-Sugar Land, TX"
1926,county,"Mecosta County;MI;Big Rapids, MI",Mecosta County,MI,"Big Rapids, MI"
710,county,"Scott County;KY;Lexington-Fayette, KY",Scott County,KY,"Lexington-Fayette, KY"
898,county,Butler County;AL;nan,Butler County,AL,
910,county,"Camden County;NC;Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,NC,"Virginia Beach-Norfolk-Newport News, VA-NC"
3183,county,"Rappahannock County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV",Rappahannock County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
2725,county,"Hillsdale County;MI;Hillsdale, MI",Hillsdale County,MI,"Hillsdale, MI"
1274,county,Oceana County;MI;nan,Oceana County,MI,
1118,county,"Jasper County;MO;Joplin, MO",Jasper County,MO,"Joplin, MO"
3100,county,"Leavenworth County;KS;Kansas City, MO-KS",Leavenworth County,KS,"Kansas City, MO-KS"
1321,county,"Pierce County;NE;Norfolk, NE",Pierce County,NE,"Norfolk, NE"
256,county,"Nash County;NC;Rocky Mount, NC",Nash County,NC,"Rocky Mount, NC"
2166,county,"Callaway County;MO;Jefferson City, MO",Callaway County,MO,"Jefferson City, MO"
1292,county,Orange County;VA;nan,Orange County,VA,
3079,county,"Williamson County;IL;Carbondale-Marion, IL",Williamson County,IL,"Carbondale-Marion, IL"
1872,county,"Lincoln County;MO;St. Louis, MO-IL",Lincoln County,MO,"St. Louis, MO-IL"
1757,county,"Hancock County;WV;Weirton-Steubenville, WV-OH",Hancock County,WV,"Weirton-Steubenville, WV-OH"
2715,county,"Hampshire County;WV;Winchester, VA-WV",Hampshire County,WV,"Winchester, VA-WV"
1239,county,"Morgan County;WV;Hagerstown-Martinsburg, MD-WV",Morgan County,WV,"Hagerstown-Martinsburg, MD-WV"
1139,county,La Paz County;AZ;nan,La Paz County,AZ,
631,county,"Mason County;WV;Point Pleasant, WV-OH",Mason County,WV,"Point Pleasant, WV-OH"
1425,county,"Taylor County;WV;Clarksburg, WV",Taylor County,WV,"Clarksburg, WV"
2806,county,"Missaukee County;MI;Cadillac, MI",Missaukee County,MI,"Cadillac, MI"
549,county,Hardy County;WV;nan,Hardy County,WV,
601,county,"Lewis County;WA;Centralia, WA",Lewis County,WA,"Centralia, WA"
2296,county,Frontier County;NE;nan,Frontier County,NE,
2136,county,Bayfield County;WI;nan,Bayfield County,WI,
2713,county,"Habersham County;GA;Cornelia, GA",Habersham County,GA,"Cornelia, GA"
2326,county,"Haralson County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Haralson County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
415,county,"Burke County;GA;Augusta-Richmond County, GA-SC",Burke County,GA,"Augusta-Richmond County, GA-SC"
2451,county,"New Kent County;VA;Richmond, VA",New Kent County,VA,"Richmond, VA"
1039,county,Gilmer County;GA;nan,Gilmer County,GA,
806,county,White County;GA;nan,White County,GA,
3177,county,"Pottawatomie County;KS;Manhattan, KS",Pottawatomie County,KS,"Manhattan, KS"
3170,county,"King William County;VA;Richmond, VA",King William County,VA,"Richmond, VA"
498,county,"Ellis County;TX;Dallas-Fort Worth-Arlington, TX",Ellis County,TX,"Dallas-Fort Worth-Arlington, TX"
1930,county,"Midland County;TX;Midland, TX",Midland County,TX,"Midland, TX"
494,county,"Ector County;TX;Odessa, TX",Ector County,TX,"Odessa, TX"
3028,county,"Schuylkill County;PA;Pottsville, PA",Schuylkill County,PA,"Pottsville, PA"
1833,county,"Kaufman County;TX;Dallas-Fort Worth-Arlington, TX",Kaufman County,TX,"Dallas-Fort Worth-Arlington, TX"
1991,county,"Randall County;TX;Amarillo, TX",Randall County,TX,"Amarillo, TX"
2095,county,"Wichita County;TX;Wichita Falls, TX",Wichita County,TX,"Wichita Falls, TX"
185,county,"Hunt County;TX;Dallas-Fort Worth-Arlington, TX",Hunt County,TX,"Dallas-Fort Worth-Arlington, TX"
2405,county,"Marshall County;AL;Albertville, AL",Marshall County,AL,"Albertville, AL"
3121,county,"Saint Clair County;AL;Birmingham-Hoover, AL",Saint Clair County,AL,"Birmingham-Hoover, AL"
2721,county,"Henderson County;TX;Athens, TX",Henderson County,TX,"Athens, TX"
1643,county,"Coryell County;TX;Killeen-Temple, TX",Coryell County,TX,"Killeen-Temple, TX"
2585,county,"Umatilla County;OR;Hermiston-Pendleton, OR",Umatilla County,OR,"Hermiston-Pendleton, OR"
1495,county,"Wilson County;NC;Wilson, NC",Wilson County,NC,"Wilson, NC"
337,county,"Wood County;WI;Wisconsin Rapids-Marshfield, WI",Wood County,WI,"Wisconsin Rapids-Marshfield, WI"
3190,county,"San Patricio County;TX;Corpus Christi, TX",San Patricio County,TX,"Corpus Christi, TX"
333,county,"Wise County;TX;Dallas-Fort Worth-Arlington, TX",Wise County,TX,"Dallas-Fort Worth-Arlington, TX"
356,county,"Adams County;IL;Quincy, IL-MO",Adams County,IL,"Quincy, IL-MO"
125,county,"Clay County;MN;Fargo, ND-MN",Clay County,MN,"Fargo, ND-MN"
931,county,"Chaves County;NM;Roswell, NM",Chaves County,NM,"Roswell, NM"
2149,county,"Bradford County;PA;Sayre, PA",Bradford County,PA,"Sayre, PA"
2862,county,Van Zandt County;TX;nan,Van Zandt County,TX,
280,county,"Pike County;PA;New York-Newark-Jersey City, NY-NJ-PA",Pike County,PA,"New York-Newark-Jersey City, NY-NJ-PA"
2193,county,"Cherokee County;SC;Gaffney, SC",Cherokee County,SC,"Gaffney, SC"
1824,county,"Johnson County;MO;Warrensburg, MO",Johnson County,MO,"Warrensburg, MO"
156,county,"Elko County;NV;Elko, NV",Elko County,NV,"Elko, NV"
181,county,"Hoke County;NC;Fayetteville, NC",Hoke County,NC,"Fayetteville, NC"
1580,county,"Calumet County;WI;Appleton, WI",Calumet County,WI,"Appleton, WI"
208,county,"Knox County;IL;Galesburg, IL",Knox County,IL,"Galesburg, IL"
897,county,Burnet County;TX;nan,Burnet County,TX,
2164,county,"Caldwell County;TX;Austin-Round Rock-Georgetown, TX",Caldwell County,TX,"Austin-Round Rock-Georgetown, TX"
1658,county,"De Kalb County;IN;Auburn, IN",De Kalb County,IN,"Auburn, IN"
2995,county,"Pasquotank County;NC;Elizabeth City, NC",Pasquotank County,NC,"Elizabeth City, NC"
1277,county,"Oconto County;WI;Green Bay, WI",Oconto County,WI,"Green Bay, WI"
1399,county,"Steele County;MN;Owatonna, MN",Steele County,MN,"Owatonna, MN"
484,county,"Dodge County;NE;Fremont, NE",Dodge County,NE,"Fremont, NE"
1153,county,Louisa County;VA;nan,Louisa County,VA,
546,county,"Green County;WI;Madison, WI",Green County,WI,"Madison, WI"
1588,county,"Carlton County;MN;Duluth, MN-WI",Carlton County,MN,"Duluth, MN-WI"
1089,county,"Harris County;GA;Columbus, GA-AL",Harris County,GA,"Columbus, GA-AL"
2657,county,"Christian County;IL;Taylorville, IL",Christian County,IL,"Taylorville, IL"
2634,county,"Botetourt County;VA;Roanoke, VA",Botetourt County,VA,"Roanoke, VA"
282,county,Pine County;MN;nan,Pine County,MN,
2191,county,Cherokee County;NC;nan,Cherokee County,NC,
421,county,"Butts County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Butts County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
2707,county,"Goochland County;VA;Richmond, VA",Goochland County,VA,"Richmond, VA"
2273,county,Franklin County;GA;nan,Franklin County,GA,
483,county,"Dodge County;MN;Rochester, MN",Dodge County,MN,"Rochester, MN"
273,county,"Pike County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Pike County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
871,county,Benton County;TN;nan,Benton County,TN,
944,county,Clinch County;GA;nan,Clinch County,GA,
1308,county,"Parker County;TX;Dallas-Fort Worth-Arlington, TX",Parker County,TX,"Dallas-Fort Worth-Arlington, TX"
1333,county,"Potter County;TX;Amarillo, TX",Potter County,TX,"Amarillo, TX"
3040,county,"Terrebonne Parish;LA;Houma-Thibodaux, LA",Terrebonne Parish,LA,"Houma-Thibodaux, LA"
399,county,"Bowie County;TX;Texarkana, TX-AR",Bowie County,TX,"Texarkana, TX-AR"
3244,county,"Northumberland County;PA;Sunbury, PA",Northumberland County,PA,"Sunbury, PA"
2154,county,"Buchanan County;MO;St. Joseph, MO-KS",Buchanan County,MO,"St. Joseph, MO-KS"
1291,county,"Orange County;TX;Beaumont-Port Arthur, TX",Orange County,TX,"Beaumont-Port Arthur, TX"
1466,county,"Walker County;TX;Huntsville, TX",Walker County,TX,"Huntsville, TX"
2586,county,"Valencia County;NM;Albuquerque, NM",Valencia County,NM,"Albuquerque, NM"
2335,county,"Harrison County;TX;Longview, TX",Harrison County,TX,"Longview, TX"
2285,county,"Franklin County;NC;Raleigh-Cary, NC",Franklin County,NC,"Raleigh-Cary, NC"
3108,county,"Nacogdoches County;TX;Nacogdoches, TX",Nacogdoches County,TX,"Nacogdoches, TX"
2417,county,"Maverick County;TX;Eagle Pass, TX",Maverick County,TX,"Eagle Pass, TX"
1082,county,"Hardin County;TX;Beaumont-Port Arthur, TX",Hardin County,TX,"Beaumont-Port Arthur, TX"
2058,county,Tuscola County;MI;nan,Tuscola County,MI,
556,county,"Henry County;IN;New Castle, IN",Henry County,IN,"New Castle, IN"
2857,county,"Val Verde County;TX;Del Rio, TX",Val Verde County,TX,"Del Rio, TX"
453,county,"Coles County;IL;Charleston-Mattoon, IL",Coles County,IL,"Charleston-Mattoon, IL"
2172,county,"Campbell County;WY;Gillette, WY",Campbell County,WY,"Gillette, WY"
2139,county,"Beltrami County;MN;Bemidji, MN",Beltrami County,MN,"Bemidji, MN"
682,county,"Perry County;PA;Harrisburg-Carlisle, PA",Perry County,PA,"Harrisburg-Carlisle, PA"
1681,county,"Douglas County;WI;Duluth, MN-WI",Douglas County,WI,"Duluth, MN-WI"
1993,county,Ravalli County;MT;nan,Ravalli County,MT,
502,county,"Erath County;TX;Stephenville, TX",Erath County,TX,"Stephenville, TX"
2461,county,Okanogan County;WA;nan,Okanogan County,WA,
2784,county,"Marinette County;WI;Marinette, WI-MI",Marinette County,WI,"Marinette, WI-MI"
1105,county,"Howell County;MO;West Plains, MO",Howell County,MO,"West Plains, MO"
2231,county,"Crawford County;KS;Pittsburg, KS",Crawford County,KS,"Pittsburg, KS"
408,county,"Brown County;SD;Aberdeen, SD",Brown County,SD,"Aberdeen, SD"
1632,county,"Clinton County;PA;Lock Haven, PA",Clinton County,PA,"Lock Haven, PA"
2079,county,"Webster Parish;LA;Minden, LA",Webster Parish,LA,"Minden, LA"
2199,county,"Chippewa County;MI;Sault Ste. Marie, MI",Chippewa County,MI,"Sault Ste. Marie, MI"
