region_id,region_type,region,County Name,State,Metro Area
2845,county,"Sheboygan County;WI;Sheboygan, WI",Sheboygan County,WI,"Sheboygan, WI"
1889,county,"Lowndes County;GA;Valdosta, GA",Lowndes County,GA,"Valdosta, GA"
2434,county,"Missoula County;MT;Missoula, MT",Missoula County,MT,"Missoula, MT"
797,county,"Wayne County;OH;Wooster, OH",Wayne County,OH,"Wooster, OH"
2097,county,"Windham County;CT;Worcester, MA-CT",Windham County,CT,"Worcester, MA-CT"
2299,county,"Gallatin County;MT;Bozeman, MT",Gallatin County,MT,"Bozeman, MT"
2719,county,"Henderson County;NC;Asheville, NC",Henderson County,NC,"Asheville, NC"
1707,county,"Flagler County;FL;Deltona-Daytona Beach-Ormond Beach, FL",Flagler County,FL,"Deltona-Daytona Beach-Ormond Beach, FL"
3132,county,"Saint Marys County;MD;California-Lexington Park, MD",Saint Marys County,MD,"California-Lexington Park, MD"
2247,county,"Delaware County;IN;Muncie, IN",Delaware County,IN,"Muncie, IN"
2370,county,"La Porte County;IN;Michigan City-La Porte, IN",La Porte County,IN,"Michigan City-La Porte, IN"
1952,county,"Ontario County;NY;Rochester, NY",Ontario County,NY,"Rochester, NY"
2608,county,"Albemarle County;VA;Charlottesville, VA",Albemarle County,VA,"Charlottesville, VA"
1203,county,"Mercer County;PA;Youngstown-Warren-Boardman, OH-PA",Mercer County,PA,"Youngstown-Warren-Boardman, OH-PA"
1678,county,"Douglas County;OR;Roseburg, OR",Douglas County,OR,"Roseburg, OR"
3151,county,"Androscoggin County;ME;Lewiston-Auburn, ME",Androscoggin County,ME,"Lewiston-Auburn, ME"
1079,county,"Hardin County;KY;Elizabethtown-Fort Knox, KY",Hardin County,KY,"Elizabethtown-Fort Knox, KY"
2371,county,"La Salle County;IL;Ottawa, IL",La Salle County,IL,"Ottawa, IL"
2674,county,"Craighead County;AR;Jonesboro, AR",Craighead County,AR,"Jonesboro, AR"
1644,county,"Cowlitz County;WA;Longview, WA",Cowlitz County,WA,"Longview, WA"
1478,county,"Warren County;NJ;Allentown-Bethlehem-Easton, PA-NJ",Warren County,NJ,"Allentown-Bethlehem-Easton, PA-NJ"
1758,county,"Hanover County;VA;Richmond, VA",Hanover County,VA,"Richmond, VA"
493,county,"Eaton County;MI;Lansing-East Lansing, MI",Eaton County,MI,"Lansing-East Lansing, MI"
2997,county,"Pennington County;SD;Rapid City, SD",Pennington County,SD,"Rapid City, SD"
1905,county,"Madison County;MS;Jackson, MS",Madison County,MS,"Jackson, MS"
2363,county,"Kankakee County;IL;Kankakee, IL",Kankakee County,IL,"Kankakee, IL"
855,county,"Bartow County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
641,county,"Miami County;OH;Dayton-Kettering, OH",Miami County,OH,"Dayton-Kettering, OH"
1554,county,"Bradley County;TN;Cleveland, TN",Bradley County,TN,"Cleveland, TN"
2110,county,"Yamhill County;OR;Portland-Vancouver-Hillsboro, OR-WA",Yamhill County,OR,"Portland-Vancouver-Hillsboro, OR-WA"
3277,county,"Matanuska Susitna Borough;AK;Anchorage, AK",Matanuska Susitna Borough,AK,"Anchorage, AK"
1253,county,"Navajo County;AZ;Show Low, AZ",Navajo County,AZ,"Show Low, AZ"
323,county,"Vigo County;IN;Terre Haute, IN",Vigo County,IN,"Terre Haute, IN"
1781,county,"Houston County;AL;Dothan, AL",Houston County,AL,"Dothan, AL"
2592,county,"Walworth County;WI;Whitewater, WI",Walworth County,WI,"Whitewater, WI"
924,county,"Carver County;MN;Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
2966,county,"Monongalia County;WV;Morgantown, WV",Monongalia County,WV,"Morgantown, WV"
2578,county,"Tompkins County;NY;Ithaca, NY",Tompkins County,NY,"Ithaca, NY"
2516,county,"Rockwall County;TX;Dallas-Fort Worth-Arlington, TX",Rockwall County,TX,"Dallas-Fort Worth-Arlington, TX"
2924,county,"Eau Claire County;WI;Eau Claire, WI",Eau Claire County,WI,"Eau Claire, WI"
1326,county,"Platte County;MO;Kansas City, MO-KS",Platte County,MO,"Kansas City, MO-KS"
2601,county,"Woodbury County;IA;Sioux City, IA-NE-SD",Woodbury County,IA,"Sioux City, IA-NE-SD"
620,county,"Macon County;IL;Decatur, IL",Macon County,IL,"Decatur, IL"
2283,county,"Franklin County;MO;St. Louis, MO-IL",Franklin County,MO,"St. Louis, MO-IL"
68,county,"Bay County;MI;Bay City, MI",Bay County,MI,"Bay City, MI"
3092,county,"Fond du Lac County;WI;Fond du Lac, WI",Fond du Lac County,WI,"Fond du Lac, WI"
362,county,"Adams County;PA;Gettysburg, PA",Adams County,PA,"Gettysburg, PA"
2265,county,"Flathead County;MT;Kalispell, MT",Flathead County,MT,"Kalispell, MT"
429,county,"Cecil County;MD;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
2598,county,"Wicomico County;MD;Salisbury, MD-DE",Wicomico County,MD,"Salisbury, MD-DE"
2872,county,"Whitfield County;GA;Dalton, GA",Whitfield County,GA,"Dalton, GA"
1652,county,"Daviess County;KY;Owensboro, KY",Daviess County,KY,"Owensboro, KY"
371,county,"Allen County;OH;Lima, OH",Allen County,OH,"Lima, OH"
2905,county,"Columbiana County;OH;Salem, OH",Columbiana County,OH,"Salem, OH"
1261,county,"Nevada County;CA;Truckee-Grass Valley, CA",Nevada County,CA,"Truckee-Grass Valley, CA"
2780,county,"Limestone County;AL;Huntsville, AL",Limestone County,AL,"Huntsville, AL"
962,county,"Craven County;NC;New Bern, NC",Craven County,NC,"New Bern, NC"
2724,county,"Highlands County;FL;Sebring-Avon Park, FL",Highlands County,FL,"Sebring-Avon Park, FL"
1657,county,"DeKalb County;IL;Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
1848,county,"Laramie County;WY;Cheyenne, WY",Laramie County,WY,"Cheyenne, WY"
1718,county,"Garland County;AR;Hot Springs, AR",Garland County,AR,"Hot Springs, AR"
3184,county,"Roanoke City;VA;Roanoke, VA",Roanoke City,VA,"Roanoke, VA"
1856,county,"Lenawee County;MI;Adrian, MI",Lenawee County,MI,"Adrian, MI"
2984,county,"Montgomery County;VA;Blacksburg-Christiansburg, VA",Montgomery County,VA,"Blacksburg-Christiansburg, VA"
1415,county,"Sutter County;CA;Yuba City, CA",Sutter County,CA,"Yuba City, CA"
632,county,"Maury County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN",Maury County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1683,county,"Dubuque County;IA;Dubuque, IA",Dubuque County,IA,"Dubuque, IA"
649,county,"Moore County;NC;Pinehurst-Southern Pines, NC",Moore County,NC,"Pinehurst-Southern Pines, NC"
512,county,"Floyd County;GA;Rome, GA",Floyd County,GA,"Rome, GA"
735,county,"Story County;IA;Ames, IA",Story County,IA,"Ames, IA"
1376,county,"Sevier County;TN;Sevierville, TN",Sevier County,TN,"Sevierville, TN"
1343,county,"Putnam County;NY;New York-Newark-Jersey City, NY-NJ-PA",Putnam County,NY,"New York-Newark-Jersey City, NY-NJ-PA"
2157,county,"Burleigh County;ND;Bismarck, ND",Burleigh County,ND,"Bismarck, ND"
542,county,"Grant County;WA;Moses Lake, WA",Grant County,WA,"Moses Lake, WA"
2624,county,"Ashtabula County;OH;Ashtabula, OH",Ashtabula County,OH,"Ashtabula, OH"
3260,county,"Portsmouth City;VA;Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth City,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
3290,county,"Fairbanks North Star Borough;AK;Fairbanks, AK",Fairbanks North Star Borough,AK,"Fairbanks, AK"
976,county,"Dallas County;IA;Des Moines-West Des Moines, IA",Dallas County,IA,"Des Moines-West Des Moines, IA"
1998,county,"Roanoke County;VA;Roanoke, VA",Roanoke County,VA,"Roanoke, VA"
2846,county,"Sherburne County;MN;Minneapolis-St. Paul-Bloomington, MN-WI",Sherburne County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
2174,county,"Cape May County;NJ;Ocean City, NJ",Cape May County,NJ,"Ocean City, NJ"
1469,county,"Walton County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Walton County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
1033,county,"Geauga County;OH;Cleveland-Elyria, OH",Geauga County,OH,"Cleveland-Elyria, OH"
870,county,"Benton County;OR;Corvallis, OR",Benton County,OR,"Corvallis, OR"
906,county,"Cabell County;WV;Huntington-Ashland, WV-KY-OH",Cabell County,WV,"Huntington-Ashland, WV-KY-OH"
3240,county,"Grand Traverse County;MI;Traverse City, MI",Grand Traverse County,MI,"Traverse City, MI"
3194,county,"Suffolk City;VA;Virginia Beach-Norfolk-Newport News, VA-NC",Suffolk City,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
3044,county,"Tuscarawas County;OH;New Philadelphia-Dover, OH",Tuscarawas County,OH,"New Philadelphia-Dover, OH"
2514,county,"Rockdale County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
2168,county,"Campbell County;KY;Cincinnati, OH-KY-IN",Campbell County,KY,"Cincinnati, OH-KY-IN"
3126,county,"Saint Croix County;WI;Minneapolis-St. Paul-Bloomington, MN-WI",Saint Croix County,WI,"Minneapolis-St. Paul-Bloomington, MN-WI"
1581,county,"Calvert County;MD;Washington-Arlington-Alexandria, DC-VA-MD-WV",Calvert County,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1729,county,"Grafton County;NH;Lebanon, NH-VT",Grafton County,NH,"Lebanon, NH-VT"
1961,county,"Ozaukee County;WI;Milwaukee-Waukesha, WI",Ozaukee County,WI,"Milwaukee-Waukesha, WI"
2700,county,"Frederick County;VA;Winchester, VA-WV",Frederick County,VA,"Winchester, VA-WV"
485,county,"Dodge County;WI;Beaver Dam, WI",Dodge County,WI,"Beaver Dam, WI"
1142,county,"Lapeer County;MI;Detroit-Warren-Dearborn, MI",Lapeer County,MI,"Detroit-Warren-Dearborn, MI"
1251,county,"Nassau County;FL;Jacksonville, FL",Nassau County,FL,"Jacksonville, FL"
2659,county,"Christian County;MO;Springfield, MO",Christian County,MO,"Springfield, MO"
2686,county,"Dougherty County;GA;Albany, GA",Dougherty County,GA,"Albany, GA"
1530,county,"Bannock County;ID;Pocatello, ID",Bannock County,ID,"Pocatello, ID"
292,county,"Polk County;OR;Salem, OR",Polk County,OR,"Salem, OR"
2812,county,"Muskingum County;OH;Zanesville, OH",Muskingum County,OH,"Zanesville, OH"
2386,county,"Lawrence County;PA;New Castle, PA",Lawrence County,PA,"New Castle, PA"
1112,county,"Island County;WA;Oak Harbor, WA",Island County,WA,"Oak Harbor, WA"
1875,county,"Lincoln County;NC;Charlotte-Concord-Gastonia, NC-SC",Lincoln County,NC,"Charlotte-Concord-Gastonia, NC-SC"
1945,county,"Newport County;RI;Providence-Warwick, RI-MA",Newport County,RI,"Providence-Warwick, RI-MA"
2756,county,"Jefferson County;WI;Watertown-Fort Atkinson, WI",Jefferson County,WI,"Watertown-Fort Atkinson, WI"
525,county,"Glynn County;GA;Brunswick, GA",Glynn County,GA,"Brunswick, GA"
1602,county,"Cascade County;MT;Great Falls, MT",Cascade County,MT,"Great Falls, MT"
1788,county,"Indiana County;PA;Indiana, PA",Indiana County,PA,"Indiana, PA"
1929,county,"Midland County;MI;Midland, MI",Midland County,MI,"Midland, MI"
1100,county,"Howard County;IN;Kokomo, IN",Howard County,IN,"Kokomo, IN"
3014,county,"Rockingham County;VA;Harrisonburg, VA",Rockingham County,VA,"Harrisonburg, VA"
1214,county,"Monroe County;FL;Key West, FL",Monroe County,FL,"Key West, FL"
852,county,"Barrow County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
3084,county,"Bartholomew County;IN;Columbus, IN",Bartholomew County,IN,"Columbus, IN"
2783,county,"Manitowoc County;WI;Manitowoc, WI",Manitowoc County,WI,"Manitowoc, WI"
3237,county,"Cape Girardeau County;MO;Cape Girardeau, MO-IL",Cape Girardeau County,MO,"Cape Girardeau, MO-IL"
2163,county,"Caldwell County;NC;Hickory-Lenoir-Morganton, NC",Caldwell County,NC,"Hickory-Lenoir-Morganton, NC"
2766,county,"Kosciusko County;IN;Warsaw, IN",Kosciusko County,IN,"Warsaw, IN"
1566,county,"Bulloch County;GA;Statesboro, GA",Bulloch County,GA,"Statesboro, GA"
1941,county,"Natrona County;WY;Casper, WY",Natrona County,WY,"Casper, WY"
514,county,"Floyd County;IN;Louisville/Jefferson County, KY-IN",Floyd County,IN,"Louisville/Jefferson County, KY-IN"
1538,county,"Bedford County;VA;Lynchburg, VA",Bedford County,VA,"Lynchburg, VA"
1345,county,"Putnam County;TN;Cookeville, TN",Putnam County,TN,"Cookeville, TN"
1628,county,"Clinton County;MI;Lansing-East Lansing, MI",Clinton County,MI,"Lansing-East Lansing, MI"
3243,county,"Lynchburg City;VA;Lynchburg, VA",Lynchburg City,VA,"Lynchburg, VA"
1751,county,"Hancock County;IN;Indianapolis-Carmel-Anderson, IN",Hancock County,IN,"Indianapolis-Carmel-Anderson, IN"
932,county,"Chelan County;WA;Wenatchee, WA",Chelan County,WA,"Wenatchee, WA"
2567,county,Sullivan County;NY;nan,Sullivan County,NY,
1276,county,"Oconee County;SC;Seneca, SC",Oconee County,SC,"Seneca, SC"
2942,county,"James City County;VA;Virginia Beach-Norfolk-Newport News, VA-NC",James City County,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
137,county,"Cole County;MO;Jefferson City, MO",Cole County,MO,"Jefferson City, MO"
309,county,"Ross County;OH;Chillicothe, OH",Ross County,OH,"Chillicothe, OH"
1619,county,"Clallam County;WA;Port Angeles, WA",Clallam County,WA,"Port Angeles, WA"
2123,county,"Anderson County;TN;Knoxville, TN",Anderson County,TN,"Knoxville, TN"
2195,county,"Cheshire County;NH;Keene, NH",Cheshire County,NH,"Keene, NH"
158,county,"Erie County;OH;Sandusky, OH",Erie County,OH,"Sandusky, OH"
2860,county,Van Buren County;MI;nan,Van Buren County,MI,
1755,county,"Hancock County;OH;Findlay, OH",Hancock County,OH,"Findlay, OH"
1609,county,"Chatham County;NC;Durham-Chapel Hill, NC",Chatham County,NC,"Durham-Chapel Hill, NC"
2865,county,"Vermilion County;IL;Danville, IL",Vermilion County,IL,"Danville, IL"
3163,county,"Grays Harbor County;WA;Aberdeen, WA",Grays Harbor County,WA,"Aberdeen, WA"
1370,county,"Scioto County;OH;Portsmouth, OH",Scioto County,OH,"Portsmouth, OH"
2553,county,"Somerset County;PA;Somerset, PA",Somerset County,PA,"Somerset, PA"
1468,county,"Walton County;FL;Crestview-Fort Walton Beach-Destin, FL",Walton County,FL,"Crestview-Fort Walton Beach-Destin, FL"
578,county,"Kauai County;HI;Kapaa, HI",Kauai County,HI,"Kapaa, HI"
1338,county,"Putnam County;FL;Palatka, FL",Putnam County,FL,"Palatka, FL"
3093,county,"Grand Forks County;ND;Grand Forks, ND-MN",Grand Forks County,ND,"Grand Forks, ND-MN"
695,county,"Riley County;KS;Manhattan, KS",Riley County,KS,"Manhattan, KS"
2261,county,"Fauquier County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV",Fauquier County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
2894,county,"Broomfield County;CO;Denver-Aurora-Lakewood, CO",Broomfield County,CO,"Denver-Aurora-Lakewood, CO"
2834,county,"Robertson County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN",Robertson County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
345,county,"York County;VA;Virginia Beach-Norfolk-Newport News, VA-NC",York County,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
737,county,"Surry County;NC;Mount Airy, NC",Surry County,NC,"Mount Airy, NC"
1233,county,"Morgan County;IN;Indianapolis-Carmel-Anderson, IN",Morgan County,IN,"Indianapolis-Carmel-Anderson, IN"
1436,county,"Tooele County;UT;Salt Lake City, UT",Tooele County,UT,"Salt Lake City, UT"
2281,county,"Franklin County;MA;Springfield, MA",Franklin County,MA,"Springfield, MA"
1976,county,"Portage County;WI;Stevens Point, WI",Portage County,WI,"Stevens Point, WI"
3258,county,"Lewis and Clark County;MT;Helena, MT",Lewis and Clark County,MT,"Helena, MT"
1063,county,"Greene County;TN;Greeneville, TN",Greene County,TN,"Greeneville, TN"
393,county,"Boone County;IN;Indianapolis-Carmel-Anderson, IN",Boone County,IN,"Indianapolis-Carmel-Anderson, IN"
325,county,"Ward County;ND;Minot, ND",Ward County,ND,"Minot, ND"
2710,county,"Greenwood County;SC;Greenwood, SC",Greenwood County,SC,"Greenwood, SC"
1842,county,"Klamath County;OR;Klamath Falls, OR",Klamath County,OR,"Klamath Falls, OR"
2891,county,"Blue Earth County;MN;Mankato, MN",Blue Earth County,MN,"Mankato, MN"
2179,county,"Carteret County;NC;Morehead City, NC",Carteret County,NC,"Morehead City, NC"
217,county,"Lake County;CA;Clearlake, CA",Lake County,CA,"Clearlake, CA"
1279,county,"Oldham County;KY;Louisville/Jefferson County, KY-IN",Oldham County,KY,"Louisville/Jefferson County, KY-IN"
900,county,"Butler County;KS;Wichita, KS",Butler County,KS,"Wichita, KS"
2789,county,"McCracken County;KY;Paducah, KY-IL",McCracken County,KY,"Paducah, KY-IL"
3248,county,"Saint Francois County;MO;Farmington, MO",Saint Francois County,MO,"Farmington, MO"
531,county,"Grant County;IN;Marion, IN",Grant County,IN,"Marion, IN"
304,county,"Rice County;MN;Faribault-Northfield, MN",Rice County,MN,"Faribault-Northfield, MN"
2554,county,"Spalding County;GA;Atlanta-Sandy Springs-Alpharetta, GA",Spalding County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
789,county,"Wayne County;IN;Richmond, IN",Wayne County,IN,"Richmond, IN"
2675,county,"Crow Wing County;MN;Brainerd, MN",Crow Wing County,MN,"Brainerd, MN"
2201,county,"Chippewa County;WI;Eau Claire, WI",Chippewa County,WI,"Eau Claire, WI"
2356,county,"Isabella County;MI;Mount Pleasant, MI",Isabella County,MI,"Mount Pleasant, MI"
1170,county,"Marion County;OH;Marion, OH",Marion County,OH,"Marion, OH"
314,county,"Sauk County;WI;Baraboo, WI",Sauk County,WI,"Baraboo, WI"
915,county,"Carbon County;PA;Allentown-Bethlehem-Easton, PA-NJ",Carbon County,PA,"Allentown-Bethlehem-Easton, PA-NJ"
1985,county,"Pulaski County;KY;Somerset, KY",Pulaski County,KY,"Somerset, KY"
142,county,"Coos County;OR;Coos Bay, OR",Coos County,OR,"Coos Bay, OR"
3015,county,"Rutherford County;NC;Forest City, NC",Rutherford County,NC,"Forest City, NC"
1859,county,"Liberty County;GA;Hinesville, GA",Liberty County,GA,"Hinesville, GA"
1745,county,"Hamblen County;TN;Morristown, TN",Hamblen County,TN,"Morristown, TN"
2070,county,"Warrick County;IN;Evansville, IN-KY",Warrick County,IN,"Evansville, IN-KY"
86,county,"Lee County;NC;Sanford, NC",Lee County,NC,"Sanford, NC"
173,county,"Hall County;NE;Grand Island, NE",Hall County,NE,"Grand Island, NE"
214,county,"Knox County;OH;Mount Vernon, OH",Knox County,OH,"Mount Vernon, OH"
3147,county,"Walla Walla County;WA;Walla Walla, WA",Walla Walla County,WA,"Walla Walla, WA"
382,county,Barry County;MI;nan,Barry County,MI,
773,county,"Union County;OH;Columbus, OH",Union County,OH,"Columbus, OH"
1769,county,"Haywood County;NC;Asheville, NC",Haywood County,NC,"Asheville, NC"
2300,county,"Garfield County;CO;Glenwood Springs, CO",Garfield County,CO,"Glenwood Springs, CO"
2009,county,"Rutland County;VT;Rutland, VT",Rutland County,VT,"Rutland, VT"
2915,county,"Cumberland County;TN;Crossville, TN",Cumberland County,TN,"Crossville, TN"
184,county,"Hood County;TX;Granbury, TX",Hood County,TX,"Granbury, TX"
1313,county,"Pender County;NC;Wilmington, NC",Pender County,NC,"Wilmington, NC"
3067,county,"Washington County;OH;Marietta, OH",Washington County,OH,"Marietta, OH"
3076,county,"Washington County;VT;Barre, VT",Washington County,VT,"Barre, VT"
2525,county,"Sandusky County;OH;Fremont, OH",Sandusky County,OH,"Fremont, OH"
2385,county,"Lawrence County;OH;Huntington-Ashland, WV-KY-OH",Lawrence County,OH,"Huntington-Ashland, WV-KY-OH"
565,county,"Huron County;OH;Norwalk, OH",Huron County,OH,"Norwalk, OH"
2479,county,"Pickaway County;OH;Columbus, OH",Pickaway County,OH,"Columbus, OH"
2218,county,"Columbia County;WI;Madison, WI",Columbia County,WI,"Madison, WI"
3087,county,"Carson City;NV;Carson City, NV",Carson City,NV,"Carson City, NV"
1305,county,Oxford County;ME;nan,Oxford County,ME,
2099,county,"Windsor County;VT;Lebanon, NH-VT",Windsor County,VT,"Lebanon, NH-VT"
1044,county,"Gordon County;GA;Calhoun, GA",Gordon County,GA,"Calhoun, GA"
1615,county,"Chisago County;MN;Minneapolis-St. Paul-Bloomington, MN-WI",Chisago County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
923,county,"Carter County;TN;Johnson City, TN",Carter County,TN,"Johnson City, TN"
2871,county,"Whiteside County;IL;Sterling, IL",Whiteside County,IL,"Sterling, IL"
741,county,"Taney County;MO;Branson, MO",Taney County,MO,"Branson, MO"
193,county,"Iron County;UT;Cedar City, UT",Iron County,UT,"Cedar City, UT"
2772,county,"Lafayette County;MS;Oxford, MS",Lafayette County,MS,"Oxford, MS"
491,county,"Eagle County;CO;Edwards, CO",Eagle County,CO,"Edwards, CO"
2369,county,"La Plata County;CO;Durango, CO",La Plata County,CO,"Durango, CO"
1753,county,Hancock County;ME;nan,Hancock County,ME,
2292,county,"Franklin County;VA;Roanoke, VA",Franklin County,VA,"Roanoke, VA"
2753,county,"Jefferson County;TN;Morristown, TN",Jefferson County,TN,"Morristown, TN"
1151,county,"Loudon County;TN;Knoxville, TN",Loudon County,TN,"Knoxville, TN"
908,county,"Camden County;GA;St. Marys, GA",Camden County,GA,"St. Marys, GA"
2073,county,"Watauga County;NC;Boone, NC",Watauga County,NC,"Boone, NC"
1668,county,"Dickson County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN",Dickson County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
392,county,"Boone County;IL;Rockford, IL",Boone County,IL,"Rockford, IL"
696,county,"Roane County;TN;Knoxville, TN",Roane County,TN,"Knoxville, TN"
164,county,"Gila County;AZ;Payson, AZ",Gila County,AZ,"Payson, AZ"
2758,county,"Jessamine County;KY;Lexington-Fayette, KY",Jessamine County,KY,"Lexington-Fayette, KY"
1519,county,"Ashland County;OH;Ashland, OH",Ashland County,OH,"Ashland, OH"
205,county,"Kerr County;TX;Kerrville, TX",Kerr County,TX,"Kerrville, TX"
3068,county,"Washington County;OK;Bartlesville, OK",Washington County,OK,"Bartlesville, OK"
1068,county,"Grundy County;IL;Chicago-Naperville-Elgin, IL-IN-WI",Grundy County,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
2880,county,"Worcester County;MD;Salisbury, MD-DE",Worcester County,MD,"Salisbury, MD-DE"
3273,county,"Harrisonburg City;VA;Harrisonburg, VA",Harrisonburg City,VA,"Harrisonburg, VA"
1471,county,"Warren County;IA;Des Moines-West Des Moines, IA",Warren County,IA,"Des Moines-West Des Moines, IA"
467,county,"Darke County;OH;Greenville, OH",Darke County,OH,"Greenville, OH"
259,county,"Ogle County;IL;Rochelle, IL",Ogle County,IL,"Rochelle, IL"
2074,county,Waupaca County;WI;nan,Waupaca County,WI,
2818,county,"Oktibbeha County;MS;Starkville, MS",Oktibbeha County,MS,"Starkville, MS"
2279,county,"Franklin County;KY;Frankfort, KY",Franklin County,KY,"Frankfort, KY"
1559,county,"Bristol County;RI;Providence-Warwick, RI-MA",Bristol County,RI,"Providence-Warwick, RI-MA"
2244,county,"Dearborn County;IN;Cincinnati, OH-KY-IN",Dearborn County,IN,"Cincinnati, OH-KY-IN"
90,county,"Nye County;NV;Pahrump, NV",Nye County,NV,"Pahrump, NV"
1598,county,Carroll County;NH;nan,Carroll County,NH,
1880,county,"Lincoln County;OR;Newport, OR",Lincoln County,OR,"Newport, OR"
1562,county,"Buffalo County;NE;Kearney, NE",Buffalo County,NE,"Kearney, NE"
2293,county,"Franklin County;VT;Burlington-South Burlington, VT",Franklin County,VT,"Burlington-South Burlington, VT"
3118,county,"Queen Annes County;MD;Baltimore-Columbia-Towson, MD",Queen Annes County,MD,"Baltimore-Columbia-Towson, MD"
555,county,"Henry County;IL;Davenport-Moline-Rock Island, IA-IL",Henry County,IL,"Davenport-Moline-Rock Island, IA-IL"
1677,county,"Douglas County;NV;Gardnerville Ranchos, NV",Douglas County,NV,"Gardnerville Ranchos, NV"
1387,county,"Shelby County;OH;Sidney, OH",Shelby County,OH,"Sidney, OH"
2093,county,"Whitman County;WA;Pullman, WA",Whitman County,WA,"Pullman, WA"
103,county,"Boyd County;KY;Huntington-Ashland, WV-KY-OH",Boyd County,KY,"Huntington-Ashland, WV-KY-OH"
1060,county,Greene County;NY;nan,Greene County,NY,
1385,county,"Shelby County;KY;Louisville/Jefferson County, KY-IN",Shelby County,KY,"Louisville/Jefferson County, KY-IN"
1727,county,"Goodhue County;MN;Red Wing, MN",Goodhue County,MN,"Red Wing, MN"
3024,county,"Santa Cruz County;AZ;Nogales, AZ",Santa Cruz County,AZ,"Nogales, AZ"
654,county,"Noble County;IN;Kendallville, IN",Noble County,IN,"Kendallville, IN"
3288,county,"Charlottesville City;VA;Charlottesville, VA",Charlottesville City,VA,"Charlottesville, VA"
1624,county,"Clinton County;IA;Clinton, IA",Clinton County,IA,"Clinton, IA"
851,county,Barron County;WI;nan,Barron County,WI,
885,county,"Bonner County;ID;Sandpoint, ID",Bonner County,ID,"Sandpoint, ID"
1254,county,"Nelson County;KY;Bardstown, KY",Nelson County,KY,"Bardstown, KY"
2134,county,"Auglaize County;OH;Wapakoneta, OH",Auglaize County,OH,"Wapakoneta, OH"
2408,county,"Marshall County;IN;Plymouth, IN",Marshall County,IN,"Plymouth, IN"
611,county,"Logan County;OH;Bellefontaine, OH",Logan County,OH,"Bellefontaine, OH"
1798,county,"Jackson County;IN;Seymour, IN",Jackson County,IN,"Seymour, IN"
1754,county,"Hancock County;MS;Gulfport-Biloxi, MS",Hancock County,MS,"Gulfport-Biloxi, MS"
2098,county,Windham County;VT;nan,Windham County,VT,
2718,county,"Henderson County;KY;Evansville, IN-KY",Henderson County,KY,"Evansville, IN-KY"
2643,county,Calaveras County;CA;nan,Calaveras County,CA,
152,county,"Dunn County;WI;Menomonie, WI",Dunn County,WI,"Menomonie, WI"
1384,county,"Shelby County;IN;Indianapolis-Carmel-Anderson, IN",Shelby County,IN,"Indianapolis-Carmel-Anderson, IN"
3034,county,"Stephenson County;IL;Freeport, IL",Stephenson County,IL,"Freeport, IL"
3030,county,Shenandoah County;VA;nan,Shenandoah County,VA,
1096,county,Holmes County;OH;nan,Holmes County,OH,
2367,county,"Kittitas County;WA;Ellensburg, WA",Kittitas County,WA,"Ellensburg, WA"
1910,county,"Madison County;OH;Columbus, OH",Madison County,OH,"Columbus, OH"
1526,county,"Baldwin County;GA;Milledgeville, GA",Baldwin County,GA,"Milledgeville, GA"
412,county,"Bryan County;GA;Savannah, GA",Bryan County,GA,"Savannah, GA"
3089,county,"Cerro Gordo County;IA;Mason City, IA",Cerro Gordo County,IA,"Mason City, IA"
2343,county,Highland County;OH;nan,Highland County,OH,
2811,county,"Muscatine County;IA;Muscatine, IA",Muscatine County,IA,"Muscatine, IA"
