region_id,region_type,county,state,metro_area
2279,county,Franklin County,KY,"Frankfort, KY"
798,county,Wayne County,PA,nan
561,county,Henry County,VA,"Martinsville, VA"
1899,county,Madison County,ID,"Rexburg, ID"
2060,county,Venango County,PA,"Oil City, PA"
1559,county,Bristol County,RI,"Providence-Warwick, RI-MA"
2194,county,Cherokee County,TX,"Jacksonville, TX"
2244,county,Dearborn County,IN,"Cincinnati, OH-KY-IN"
1192,county,Medina County,TX,"San Antonio-New Braunfels, TX"
2551,county,Somerset County,ME,nan
1038,county,Gibson County,TN,"Jackson, TN"
208,county,Knox County,IL,"Galesburg, IL"
1598,county,Carroll County,NH,nan
590,county,Lamar County,TX,"Paris, TX"
1498,county,Winona County,MN,"Winona, MN"
1880,county,Lincoln County,OR,"Newport, OR"
1562,county,Buffalo County,NE,"Kearney, NE"
998,county,Duplin County,NC,nan
3019,county,Saint Mary Parish,LA,"Morgan City, LA"
2293,county,Franklin County,VT,"Burlington-South Burlington, VT"
1537,county,Bedford County,TN,"Shelbyville, TN"
3118,county,Queen Annes County,MD,"Baltimore-Columbia-Towson, MD"
1944,county,Newaygo County,MI,nan
2979,county,Montgomery County,NY,"Amsterdam, NY"
145,county,Dale County,AL,"Ozark, AL"
555,county,Henry County,IL,"Davenport-Moline-Rock Island, IA-IL"
1497,county,Wilson County,TX,"San Antonio-New Braunfels, TX"
294,county,Polk County,TX,nan
1743,county,Halifax County,NC,"Roanoke Rapids, NC"
1851,county,Laurens County,GA,"Dublin, GA"
1677,county,Douglas County,NV,"Gardnerville Ranchos, NV"
1457,county,Vernon Parish,LA,"Fort Polk South, LA"
1713,county,Fremont County,CO,"Ca-Â¦on City, CO"
556,county,Henry County,IN,"New Castle, IN"
465,county,Curry County,NM,"Clovis, NM"
2129,county,Atascosa County,TX,"San Antonio-New Braunfels, TX"
748,county,Tioga County,NY,"Binghamton, NY"
1853,county,Le Flore County,OK,nan
1869,county,Lincoln Parish,LA,"Ruston, LA"
1387,county,Shelby County,OH,"Sidney, OH"
2907,county,Crittenden County,AR,"Memphis, TN-MS-AR"
2093,county,Whitman County,WA,"Pullman, WA"
922,county,Carter County,OK,"Ardmore, OK"
103,county,Boyd County,KY,"Huntington-Ashland, WV-KY-OH"
1060,county,Greene County,NY,nan
2287,county,Franklin County,NY,"Malone, NY"
2857,county,Val Verde County,TX,"Del Rio, TX"
1536,county,Bedford County,PA,nan
453,county,Coles County,IL,"Charleston-Mattoon, IL"
1545,county,Bingham County,ID,"Blackfoot, ID"
1385,county,Shelby County,KY,"Louisville/Jefferson County, KY-IN"
1727,county,Goodhue County,MN,"Red Wing, MN"
3024,county,Santa Cruz County,AZ,"Nogales, AZ"
2186,county,Chenango County,NY,nan
2192,county,Cherokee County,OK,"Tahlequah, OK"
654,county,Noble County,IN,"Kendallville, IN"
2224,county,Cortland County,NY,"Cortland, NY"
2172,county,Campbell County,WY,"Gillette, WY"
2119,county,Allegany County,NY,nan
3288,county,Charlottesville City,VA,"Charlottesville, VA"
1624,county,Clinton County,IA,"Clinton, IA"
851,county,Barron County,WI,nan
885,county,Bonner County,ID,"Sandpoint, ID"
1254,county,Nelson County,KY,"Bardstown, KY"
2134,county,Auglaize County,OH,"Wapakoneta, OH"
2408,county,Marshall County,IN,"Plymouth, IN"
1931,county,Mifflin County,PA,"Lewistown, PA"
662,county,Osage County,OK,"Tulsa, OK"
1227,county,Monroe County,WI,nan
2042,county,Stevens County,WA,"Spokane-Spokane Valley, WA"
1226,county,Monroe County,TN,nan
2139,county,Beltrami County,MN,"Bemidji, MN"
611,county,Logan County,OH,"Bellefontaine, OH"
1798,county,Jackson County,IN,"Seymour, IN"
1754,county,Hancock County,MS,"Gulfport-Biloxi, MS"
682,county,Perry County,PA,"Harrisburg-Carlisle, PA"
2098,county,Windham County,VT,nan
413,county,Bryan County,OK,"Durant, OK"
2210,county,Colquitt County,GA,"Moultrie, GA"
3058,county,Washington Parish,LA,"Bogalusa, LA"
2713,county,Habersham County,GA,"Cornelia, GA"
2725,county,Hillsdale County,MI,"Hillsdale, MI"
1430,county,Thomas County,GA,"Thomasville, GA"
1052,county,Greene County,AR,"Paragould, AR"
3063,county,Washington County,MS,"Greenville, MS"
1779,county,Hopkins County,KY,"Madisonville, KY"
2718,county,Henderson County,KY,"Evansville, IN-KY"
2643,county,Calaveras County,CA,nan
2164,county,Caldwell County,TX,"Austin-Round Rock-Georgetown, TX"
2182,county,Chambers County,TX,"Houston-The Woodlands-Sugar Land, TX"
152,county,Dunn County,WI,"Menomonie, WI"
2396,county,Macoupin County,IL,"St. Louis, MO-IL"
1476,county,Warren County,MS,"Vicksburg, MS"
2381,county,Lawrence County,IN,"Bedford, IN"
1113,county,Itasca County,MN,"Grand Rapids, MN"
1614,county,Chilton County,AL,"Birmingham-Hoover, AL"
1384,county,Shelby County,IN,"Indianapolis-Carmel-Anderson, IN"
3034,county,Stephenson County,IL,"Freeport, IL"
295,county,Polk County,WI,nan
2137,county,Beaufort County,NC,"Washington, NC"
1317,county,Phelps County,MO,"Rolla, MO"
889,county,Branch County,MI,"Coldwater, MI"
1401,county,Stokes County,NC,"Winston-Salem, NC"
2421,county,McDowell County,NC,"Marion, NC"
2752,county,Jefferson County,PA,nan
2938,county,Huntingdon County,PA,"Huntingdon, PA"
2166,county,Callaway County,MO,"Jefferson City, MO"
850,county,Barren County,KY,"Glasgow, KY"
1717,county,Gadsden County,FL,"Tallahassee, FL"
3030,county,Shenandoah County,VA,nan
1096,county,Holmes County,OH,nan
2548,county,Siskiyou County,CA,nan
2367,county,Kittitas County,WA,"Ellensburg, WA"
1681,county,Douglas County,WI,"Duluth, MN-WI"
76,county,Kay County,OK,"Ponca City, OK"
2388,county,Lawrence County,TN,"Lawrenceburg, TN"
1910,county,Madison County,OH,"Columbus, OH"
1526,county,Baldwin County,GA,"Milledgeville, GA"
1836,county,Kendall County,TX,"San Antonio-New Braunfels, TX"
2827,county,Pittsburg County,OK,"McAlester, OK"
3221,county,Saint Bernard Parish,LA,"New Orleans-Metairie, LA"
407,county,Brown County,OH,"Cincinnati, OH-KY-IN"
3157,county,Chesterfield County,SC,nan
2570,county,Suwannee County,FL,nan
2762,county,Kandiyohi County,MN,"Willmar, MN"
997,county,Dubois County,IN,"Jasper, IN"
2510,county,Richmond County,NC,"Rockingham, NC"
412,county,Bryan County,GA,"Savannah, GA"
3089,county,Cerro Gordo County,IA,"Mason City, IA"
2343,county,Highland County,OH,nan
2811,county,Muscatine County,IA,"Muscatine, IA"
2566,county,Sullivan County,NH,"Lebanon, NH-VT"
775,county,Union County,PA,"Lewisburg, PA"
1658,county,De Kalb County,IN,"Auburn, IN"
909,county,Camden County,MO,nan
946,county,Coffee County,GA,"Douglas, GA"
1806,county,Jackson County,NC,"Cullowhee, NC"
2558,county,Stephens County,OK,"Duncan, OK"
1316,county,Pettis County,MO,"Sedalia, MO"
1205,county,Miller County,AR,"Texarkana, TX-AR"
3213,county,Manassas City,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1025,county,Fulton County,OH,"Toledo, OH"
286,county,Polk County,GA,"Cedartown, GA"
781,county,Vance County,NC,"Henderson, NC"
1680,county,Douglas County,WA,"Wenatchee, WA"
262,county,Ohio County,WV,"Wheeling, WV-OH"
3205,county,Danville City,VA,"Danville, VA"
468,county,Davie County,NC,"Winston-Salem, NC"
2290,county,Franklin County,TN,"Tullahoma-Manchester, TN"
3036,county,Sweetwater County,WY,"Rock Springs, WY"
3285,county,Saint John the Baptist Parish,LA,"New Orleans-Metairie, LA"
234,county,Levy County,FL,"Gainesville, FL"
2445,county,Montrose County,CO,"Montrose, CO"
902,county,Butler County,MO,"Poplar Bluff, MO"
502,county,Erath County,TX,"Stephenville, TX"
3218,county,Prince George County,VA,"Richmond, VA"
1323,county,Pierce County,WI,"Minneapolis-St. Paul-Bloomington, MN-WI"
1405,county,Summit County,UT,"Heber, UT"
1202,county,Mercer County,OH,"Celina, OH"
1631,county,Clinton County,OH,"Wilmington, OH"
2461,county,Okanogan County,WA,nan
2234,county,Crawford County,OH,"Bucyrus-Galion, OH"
2816,county,Nez Perce County,ID,"Lewiston, ID-WA"
1731,county,Gratiot County,MI,"Alma, MI"
2784,county,Marinette County,WI,"Marinette, WI-MI"
2085,county,Wharton County,TX,"El Campo, TX"
1704,county,Fayette County,TN,"Memphis, TN-MS-AR"
856,county,Baxter County,AR,"Mountain Home, AR"
3038,county,Tallapoosa County,AL,"Alexander City, AL"
455,county,Cooke County,TX,"Gainesville, TX"
1921,county,McClain County,OK,"Oklahoma City, OK"
318,county,Tift County,GA,"Tifton, GA"
867,county,Benton County,MN,"St. Cloud, MN"
1706,county,Fayette County,WV,"Beckley, WV"
749,county,Tioga County,PA,nan
1336,county,Preble County,OH,nan
1275,county,Oconee County,GA,"Athens-Clarke County, GA"
3104,county,Mississippi County,AR,"Blytheville, AR"
2185,county,Cheatham County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
2015,county,Sanilac County,MI,nan
1482,county,Warren County,TN,"McMinnville, TN"
1450,county,Upshur County,TX,"Longview, TX"
1621,county,Clatsop County,OR,"Astoria, OR"
2250,county,Delaware County,OK,nan
2105,county,Wyoming County,NY,nan
1185,county,McKean County,PA,"Bradford, PA"
2573,county,Tazewell County,VA,"Bluefield, WV-VA"
1111,county,Isanti County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
1954,county,Orleans County,NY,"Rochester, NY"
211,county,Knox County,ME,nan
1301,county,Ottawa County,OH,"Toledo, OH"
3006,county,Rio Arriba County,NM,"Espa-Â¦ola, NM"
1483,county,Warren County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
278,county,Pike County,MS,"McComb, MS"
2995,county,Pasquotank County,NC,"Elizabeth City, NC"
2406,county,Marshall County,IA,"Marshalltown, IA"
829,county,Amador County,CA,nan
2374,county,Lagrange County,IN,nan
1926,county,Mecosta County,MI,"Big Rapids, MI"
652,county,Mower County,MN,"Austin, MN"
2625,county,Avoyelles Parish,LA,nan
1394,county,Snyder County,PA,"Selinsgrove, PA"
1248,county,Murray County,GA,"Dalton, GA"
1105,county,Howell County,MO,"West Plains, MO"
2990,county,Okeechobee County,FL,"Okeechobee, FL"
783,county,Waldo County,ME,nan
2330,county,Harrison County,IN,"Louisville/Jefferson County, KY-IN"
593,county,Latah County,ID,"Moscow, ID"
1093,county,Hendry County,FL,"Clewiston, FL"
1716,county,Fremont County,WY,"Riverton, WY"
801,county,Wayne County,WV,"Huntington-Ashland, WV-KY-OH"
2170,county,Campbell County,TN,"Knoxville, TN"
633,county,Mayes County,OK,nan
761,county,Union County,AR,"El Dorado, AR"
2759,county,Jim Wells County,TX,"Alice, TX"
2920,county,Des Moines County,IA,"Burlington, IA-IL"
2231,county,Crawford County,KS,"Pittsburg, KS"
1315,county,Person County,NC,"Durham-Chapel Hill, NC"
2080,county,Webster County,MO,"Springfield, MO"
3142,county,Susquehanna County,PA,nan
1481,county,Warren County,PA,"Warren, PA"
1674,county,Douglas County,MN,"Alexandria, MN"
1277,county,Oconto County,WI,"Green Bay, WI"
2649,county,Champaign County,OH,"Urbana, OH"
2930,county,Gloucester County,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
2311,county,Guernsey County,OH,"Cambridge, OH"
2602,county,Woodford County,IL,"Peoria, IL"
2208,county,Colleton County,SC,nan
408,county,Brown County,SD,"Aberdeen, SD"
2599,county,Williams County,ND,"Williston, ND"
1013,county,Finney County,KS,"Garden City, KS"
2245,county,Defiance County,OH,"Defiance, OH"
3210,county,Isle of Wight County,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
712,county,Scott County,MO,"Sikeston, MO"
1047,county,Graham County,AZ,"Safford, AZ"
2383,county,Lawrence County,MO,nan
2485,county,Pontotoc County,OK,"Ada, OK"
409,county,Brown County,TX,"Brownwood, TX"
2276,county,Franklin County,IL,nan
2972,county,Montgomery County,IN,"Crawfordsville, IN"
109,county,Cass County,IN,"Logansport, IN"
3172,county,Natchitoches Parish,LA,"Natchitoches, LA"
2453,county,Newberry County,SC,"Newberry, SC"
1632,county,Clinton County,PA,"Lock Haven, PA"
3167,county,Independence County,AR,"Batesville, AR"
1164,county,Marion County,IL,"Centralia, IL"
1115,county,Jasper County,IA,"Des Moines-West Des Moines, IA"
1620,county,Clarion County,PA,nan
1418,county,Talbot County,MD,"Easton, MD"
505,county,Essex County,NY,nan
2672,county,Covington County,AL,nan
2348,county,Houghton County,MI,"Houghton, MI"
1284,county,Oneida County,WI,nan
390,county,Boone County,AR,"Harrison, AR"
1399,county,Steele County,MN,"Owatonna, MN"
2739,county,Jefferson County,IL,"Mount Vernon, IL"
2079,county,Webster Parish,LA,"Minden, LA"
824,county,Albany County,WY,"Laramie, WY"
1508,county,Addison County,VT,nan
2167,county,Calloway County,KY,"Murray, KY"
484,county,Dodge County,NE,"Fremont, NE"
2888,county,Bennington County,VT,"Bennington, VT"
1502,county,Yadkin County,NC,"Winston-Salem, NC"
1153,county,Louisa County,VA,nan
546,county,Green County,WI,"Madison, WI"
2199,county,Chippewa County,MI,"Sault Ste. Marie, MI"
1625,county,Clinton County,IL,"St. Louis, MO-IL"
2464,county,Okmulgee County,OK,"Tulsa, OK"
2600,county,Williams County,OH,nan
153,county,Dyer County,TN,"Dyersburg, TN"
2258,county,Escambia County,AL,"Atmore, AL"
1341,county,Putnam County,IN,"Indianapolis-Carmel-Anderson, IN"
473,county,Delta County,MI,"Escanaba, MI"
1050,county,Graves County,KY,"Mayfield, KY"
147,county,Dare County,NC,"Kill Devil Hills, NC"
443,county,Clark County,KY,"Lexington-Fayette, KY"
1780,county,Hopkins County,TX,"Sulphur Springs, TX"
1189,county,McLeod County,MN,"Hutchinson, MN"
2671,county,Coshocton County,OH,"Coshocton, OH"
2092,county,Whitley County,KY,"London, KY"
2939,county,Huntington County,IN,"Huntington, IN"
622,county,Macon County,NC,nan
334,county,Wise County,VA,"Big Stone Gap, VA"
2839,county,Sagadahoc County,ME,"Portland-South Portland, ME"
1217,county,Monroe County,IL,"St. Louis, MO-IL"
521,county,Geary County,KS,"Manhattan, KS"
2610,county,Alexander County,NC,"Hickory-Lenoir-Morganton, NC"
2886,county,Beauregard Parish,LA,"DeRidder, LA"
209,county,Knox County,IN,"Vincennes, IN"
2787,county,Matagorda County,TX,"Bay City, TX"
1062,county,Greene County,PA,nan
3192,county,Scotts Bluff County,NE,"Scottsbluff, NE"
1588,county,Carlton County,MN,"Duluth, MN-WI"
639,county,Miami County,IN,"Peru, IN"
327,county,Ware County,GA,"Waycross, GA"
1292,county,Orange County,VA,nan
1737,county,Greenup County,KY,"Huntington-Ashland, WV-KY-OH"
2956,county,Livingston County,IL,"Pontiac, IL"
1846,county,Laclede County,MO,"Lebanon, MO"
452,county,Cocke County,TN,"Newport, TN"
180,county,Hill County,TX,nan
357,county,Adams County,IN,"Decatur, IN"
717,county,Sioux County,IA,nan
3073,county,Washington County,TX,"Brenham, TX"
1908,county,Madison County,NE,"Norfolk, NE"
1447,county,Uintah County,UT,"Vernal, UT"
1011,county,Fannin County,TX,"Bonham, TX"
681,county,Perry County,OH,"Columbus, OH"
2069,county,Wapello County,IA,"Ottumwa, IA"
1870,county,Lincoln County,ME,nan
1882,county,Lincoln County,TN,nan
1475,county,Warren County,MO,"St. Louis, MO-IL"
3032,county,Silver Bow County,MT,"Butte-Silver Bow, MT"
862,county,Becker County,MN,nan
826,county,Alcorn County,MS,"Corinth, MS"
1873,county,Lincoln County,MS,"Brookhaven, MS"
1876,county,Lincoln County,NE,"North Platte, NE"
1243,county,Morrow County,OH,"Columbus, OH"
2181,county,Chambers County,AL,"LaGrange, GA-AL"
961,county,Cowley County,KS,"Winfield, KS"
449,county,Clark County,WI,nan
383,county,Barry County,MO,nan
1104,county,Howard County,TX,"Big Spring, TX"
2690,county,Effingham County,IL,"Effingham, IL"
1222,county,Monroe County,MS,nan
161,county,Ford County,KS,"Dodge City, KS"
1344,county,Putnam County,OH,nan
2038,county,Steuben County,IN,"Angola, IN"
83,county,Lee County,IL,"Dixon, IL"
2535,county,Scotland County,NC,"Laurinburg, NC"
316,county,Taos County,NM,"Taos, NM"
1089,county,Harris County,GA,"Columbus, GA-AL"
2639,county,Brookings County,SD,"Brookings, SD"
2456,county,Nicollet County,MN,"Mankato, MN"
1979,county,Preston County,WV,"Morgantown, WV"
1744,county,Halifax County,VA,nan
1327,county,Platte County,NE,"Columbus, NE"
2091,county,Whitley County,IN,"Fort Wayne, IN"
2657,county,Christian County,IL,"Taylorville, IL"
2412,county,Marshall County,MS,"Memphis, TN-MS-AR"
2071,county,Wasatch County,UT,"Heber, UT"
1659,county,De Soto County,FL,"Arcadia, FL"
1021,county,Fulton County,IL,"Peoria, IL"
1091,county,Harvey County,KS,"Wichita, KS"
640,county,Miami County,KS,"Kansas City, MO-KS"
2415,county,Marshall County,TN,"Lewisburg, TN"
1373,county,Seneca County,NY,"Seneca Falls, NY"
1987,county,Pulaski County,VA,"Blacksburg-Christiansburg, VA"
2446,county,Morrison County,MN,nan
82,county,Lee County,IA,"Fort Madison-Keokuk, IA-IL-MO"
1879,county,Lincoln County,OK,"Oklahoma City, OK"
2084,county,Wexford County,MI,"Cadillac, MI"
2634,county,Botetourt County,VA,"Roanoke, VA"
2114,county,Accomack County,VA,nan
1163,county,Marion County,IA,"Pella, IA"
1121,county,Jasper County,TX,nan
896,county,Bureau County,IL,"Ottawa, IL"
2933,county,Greenbrier County,WV,nan
1306,county,Panola County,MS,nan
1651,county,Daviess County,IN,"Washington, IN"
2177,county,Caroline County,MD,nan
3259,county,Petersburg City,VA,"Richmond, VA"
1232,county,Morgan County,IL,"Jacksonville, IL"
1892,county,Lumpkin County,GA,nan
271,county,Pike County,AL,"Troy, AL"
2066,county,Wakulla County,FL,"Tallahassee, FL"
2937,county,Hot Spring County,AR,"Malvern, AR"
2378,county,Lawrence County,AL,"Decatur, AL"
1037,county,Gibson County,IN,nan
1626,county,Clinton County,IN,"Frankfort, IN"
1117,county,Jasper County,IN,"Chicago-Naperville-Elgin, IL-IN-WI"
2740,county,Jefferson County,IN,"Madison, IN"
3197,county,Transylvania County,NC,"Brevard, NC"
1143,county,Lassen County,CA,"Susanville, CA"
2075,county,Weakley County,TN,"Martin, TN"
1246,county,Morton County,ND,"Bismarck, ND"
171,county,Hale County,TX,"Plainview, TX"
1971,county,Pickens County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
613,county,Logan County,WV,"Mount Gay-Shamrock, WV"
2771,county,Lafayette County,MO,"Kansas City, MO-KS"
302,county,Rhea County,TN,"Dayton, TN"
729,county,Stark County,ND,"Dickinson, ND"
2755,county,Jefferson County,WA,nan
81,county,Lee County,GA,"Albany, GA"
2925,county,Evangeline Parish,LA,nan
1807,county,Jackson County,OH,"Jackson, OH"
2922,county,Dorchester County,MD,"Cambridge, MD"
246,county,Lyon County,KS,"Emporia, KS"
560,county,Henry County,TN,"Paris, TN"
1612,county,Chester County,SC,"Charlotte-Concord-Gastonia, NC-SC"
3255,county,Jefferson Davis Parish,LA,"Jennings, LA"
1127,county,Juneau Borough,AK,"Juneau, AK"
2270,county,Franklin County,AL,nan
2664,county,Claiborne County,TN,nan
2973,county,Montgomery County,KS,"Coffeyville, KS"
2410,county,Marshall County,KY,nan
2665,county,Clarendon County,SC,"Sumter, SC"
564,county,Huron County,MI,nan
289,county,Polk County,MO,"Springfield, MO"
1514,county,Amherst County,VA,"Lynchburg, VA"
141,county,Coos County,NH,"Berlin, NH"
750,county,Titus County,TX,"Mount Pleasant, TX"
1915,county,Malheur County,OR,"Ontario, OR-ID"
288,county,Polk County,MN,"Grand Forks, ND-MN"
1547,county,Bolivar County,MS,"Cleveland, MS"
360,county,Adams County,NE,"Hastings, NE"
3202,county,Williamsburg County,SC,nan
69,county,Bee County,TX,"Beeville, TX"
1039,county,Gilmer County,GA,nan
2484,county,Pontotoc County,MS,"Tupelo, MS"
1462,county,Wabash County,IN,"Wabash, IN"
2791,county,McCurtain County,OK,nan
1403,county,Summit County,CO,"Breckenridge, CO"
72,county,Elk County,PA,"St. Marys, PA"
224,county,Lake County,MT,nan
733,county,Stone County,MO,nan
1843,county,Kleberg County,TX,"Kingsville, TX"
2985,county,Muhlenberg County,KY,"Central City, KY"
3060,county,Washington County,ME,nan
1056,county,Greene County,IN,nan
2295,county,Freeborn County,MN,"Albert Lea, MN"
2178,county,Caroline County,VA,nan
437,county,Clare County,MI,nan
2416,county,Marshall County,WV,"Wheeling, WV-OH"
2546,county,Sheridan County,WY,"Sheridan, WY"
1080,county,Hardin County,OH,nan
658,county,Obion County,TN,"Union City, TN"
1459,county,Vernon County,WI,nan
2730,county,Iberville Parish,LA,"Baton Rouge, LA"
2492,county,Randolph County,IL,nan
1302,county,Ottawa County,OK,"Miami, OK"
3145,county,Trempealeau County,WI,nan
400,county,Boyle County,KY,"Danville, KY"
2738,county,Jefferson County,ID,"Idaho Falls, ID"
2645,county,Caledonia County,VT,nan
210,county,Knox County,KY,"London, KY"
3103,county,Mecklenburg County,VA,nan
522,county,Giles County,TN,nan
844,county,Austin County,TX,"Houston-The Woodlands-Sugar Land, TX"
786,county,Wayne County,GA,"Jesup, GA"
877,county,Bladen County,NC,nan
2793,county,McPherson County,KS,"McPherson, KS"
2486,county,Powhatan County,VA,"Richmond, VA"
726,county,Smyth County,VA,nan
2843,county,Schoharie County,NY,"Albany-Schenectady-Troy, NY"
358,county,Adams County,MS,"Natchez, MS-LA"
111,county,Cass County,MN,"Brainerd, MN"
1897,county,Madison County,GA,"Athens-Clarke County, GA"
635,county,Meade County,KY,"Elizabethtown-Fort Knox, KY"
149,county,Door County,WI,nan
1410,county,Sumter County,GA,"Americus, GA"
2326,county,Haralson County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
270,county,Park County,WY,nan
1172,county,Marion County,SC,nan
636,county,Meade County,SD,"Rapid City, SD"
2282,county,Franklin County,ME,nan
1757,county,Hancock County,WV,"Weirton-Steubenville, WV-OH"
1159,county,Marion County,AL,nan
1029,county,Gallia County,OH,"Point Pleasant, WV-OH"
1293,county,Orange County,VT,"Lebanon, NH-VT"
1943,county,Neshoba County,MS,nan
1601,county,Carroll County,VA,nan
628,county,Mason County,MI,"Ludington, MI"
1662,county,Decatur County,GA,"Bainbridge, GA"
282,county,Pine County,MN,nan
1720,county,Garrett County,MD,nan
1356,county,Ripley County,IN,nan
827,county,Alpena County,MI,"Alpena, MI"
1702,county,Fayette County,OH,"Washington Court House, OH"
496,county,Ellis County,KS,"Hays, KS"
1066,county,Grimes County,TX,nan
1230,county,Morgan County,CO,"Fort Morgan, CO"
2561,county,Stoddard County,MO,nan
2587,county,Van Wert County,OH,"Van Wert, OH"
115,county,Cass County,TX,nan
1173,county,Marion County,TN,"Chattanooga, TN-GA"
524,county,Glenn County,CA,nan
1684,county,Dunklin County,MO,"Kennett, MO"
2389,county,Le Sueur County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
969,county,Custer County,OK,"Weatherford, OK"
1168,county,Marion County,MO,"Hannibal, MO"
1855,county,Leflore County,MS,"Greenwood, MS"
2191,county,Cherokee County,NC,nan
2971,county,Montgomery County,IL,nan
1120,county,Jasper County,SC,"Hilton Head Island-Bluffton, SC"
2016,county,Sanpete County,UT,nan
956,county,Copiah County,MS,"Jackson, MS"
678,county,Perry County,KY,nan
1004,county,Elmore County,ID,"Mountain Home, ID"
1884,county,Lincoln County,WI,"Wausau-Weston, WI"
1600,county,Carroll County,TN,nan
815,county,Wythe County,VA,nan
2994,county,Palo Pinto County,TX,"Mineral Wells, TX"
572,county,Jones County,GA,"Macon-Bibb County, GA"
2669,county,Codington County,SD,"Watertown, SD"
606,county,Logan County,IL,"Lincoln, IL"
3263,county,Winchester City,VA,"Winchester, VA-WV"
1777,county,Hocking County,OH,"Columbus, OH"
1589,county,Carroll County,AR,nan
2496,county,Randolph County,WV,"Elkins, WV"
317,county,Tate County,MS,"Memphis, TN-MS-AR"
803,county,Wells County,IN,"Bluffton, IN"
2974,county,Montgomery County,KY,"Mount Sterling, KY"
713,county,Scott County,MS,nan
2684,county,Dinwiddie County,VA,"Richmond, VA"
3283,county,Fredericksburg City,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
3055,county,Washington County,IN,"Louisville/Jefferson County, KY-IN"
1814,county,Jackson County,WV,"Charleston, WV"
1215,county,Monroe County,GA,"Macon-Bibb County, GA"
378,county,Baker County,FL,"Jacksonville, FL"
818,county,Yazoo County,MS,"Jackson, MS"
806,county,White County,GA,nan
671,county,Peach County,GA,"Warner Robins, GA"
2720,county,Henderson County,TN,nan
769,county,Union County,MS,nan
2792,county,McDonough County,IL,"Macomb, IL"
2678,county,Del Norte County,CA,"Crescent City, CA"
2358,county,Jennings County,IN,"North Vernon, IN"
559,county,Henry County,OH,nan
2677,county,Currituck County,NC,"Virginia Beach-Norfolk-Newport News, VA-NC"
779,county,Upson County,GA,"Thomaston, GA"
361,county,Adams County,OH,nan
3133,county,San Jacinto County,TX,nan
2355,county,Iroquois County,IL,nan
3023,county,San Miguel County,NM,"Las Vegas, NM"
608,county,Logan County,KY,nan
1955,county,Orleans County,VT,nan
776,county,Union County,SC,"Union, SC"
937,county,Cibola County,NM,"Grants, NM"
279,county,Pike County,OH,nan
424,county,Caddo County,OK,nan
809,county,White County,TN,nan
2854,county,Tillamook County,OR,nan
2268,county,Fluvanna County,VA,"Charlottesville, VA"
3271,county,West Baton Rouge Parish,LA,"Baton Rouge, LA"
2603,county,Woodford County,KY,"Lexington-Fayette, KY"
1936,county,Mineral County,WV,"Cumberland, MD-WV"
1437,county,Toombs County,GA,"Vidalia, GA"
1083,county,Harlan County,KY,nan
2404,county,Marlboro County,SC,"Bennettsville, SC"
1599,county,Carroll County,OH,"Canton-Massillon, OH"
919,county,Carter County,KY,"Huntington-Ashland, WV-KY-OH"
1660,county,De Soto Parish,LA,"Shreveport-Bossier City, LA"
2705,county,Gillespie County,TX,"Fredericksburg, TX"
1081,county,Hardin County,TN,nan
391,county,Boone County,IA,"Ames, IA"
599,county,Lewis County,NY,nan
2557,county,Stephens County,GA,"Toccoa, GA"
1128,county,Juneau County,WI,nan
1034,county,Geneva County,AL,"Dothan, AL"
785,county,Wasco County,OR,"The Dalles, OR"
93,county,Ashe County,NC,nan
3097,county,King George County,VA,nan
1274,county,Oceana County,MI,nan
114,county,Cass County,NE,"Omaha-Council Bluffs, NE-IA"
1664,county,Decatur County,IN,"Greensburg, IN"
122,county,Clay County,IN,"Terre Haute, IN"
2965,county,Mille Lacs County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
2106,county,Wyoming County,PA,"Scranton--Wilkes-Barre, PA"
1732,county,Grayson County,KY,nan
2852,county,Sunflower County,MS,"Indianola, MS"
774,county,Union County,OR,"La Grande, OR"
979,county,Dawson County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
2898,county,Charlevoix County,MI,nan
526,county,Grady County,GA,nan
2029,county,Simpson County,MS,"Jackson, MS"
2683,county,Dickinson County,MI,"Iron Mountain, MI-WI"
2278,county,Franklin County,KS,"Ottawa, KS"
1031,county,Garvin County,OK,nan
1422,county,Taylor County,KY,"Campbellsville, KY"
2688,county,Edgefield County,SC,"Augusta-Richmond County, GA-SC"
2008,county,Russell County,VA,nan
1924,county,McNairy County,TN,nan
2807,county,Montezuma County,CO,nan
1001,county,Elbert County,CO,"Denver-Aurora-Lakewood, CO"
405,county,Brown County,MN,"New Ulm, MN"
2978,county,Montgomery County,NC,nan
2375,county,Lamoille County,VT,nan
1817,county,Johnson County,AR,nan
2808,county,Morehouse Parish,LA,"Monroe, LA"
176,county,Hart County,GA,nan
