region_id,region_type,county,state,metro_area
1413,county,Sussex County,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
960,county,Coweta County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
2207,county,Coconino County,AZ,"Flagstaff, AZ"
1308,county,Parker County,TX,"Dallas-Fort Worth-Arlington, TX"
1496,county,Wilson County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
3119,county,Rock Island County,IL,"Davenport-Moline-Rock Island, IA-IL"
2495,county,Randolph County,NC,"Greensboro-High Point, NC"
1671,county,Douglas County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
3028,county,Schuylkill County,PA,"Pottsville, PA"
1805,county,Jackson County,MS,"Gulfport-Biloxi, MS"
1854,county,Lebanon County,PA,"Lebanon, PA"
1423,county,Taylor County,TX,"Abilene, TX"
2958,county,Livingston Parish,LA,"Baton Rouge, LA"
1218,county,Monroe County,IN,"Bloomington, IN"
1833,county,Kaufman County,TX,"Dallas-Fort Worth-Arlington, TX"
1500,county,Wright County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
1991,county,Randall County,TX,"Amarillo, TX"
255,county,Napa County,CA,"Napa, CA"
3193,county,Spotsylvania County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
2401,county,Marathon County,WI,"Wausau-Weston, WI"
2351,county,Humboldt County,CA,"Eureka-Arcata, CA"
3164,county,Hampton City,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
3077,county,Washington County,WI,"Milwaukee-Waukesha, WI"
446,county,Clark County,OH,"Springfield, OH"
394,county,Boone County,KY,"Cincinnati, OH-KY-IN"
1575,county,Calhoun County,MI,"Battle Creek, MI"
1733,county,Grayson County,TX,"Sherman-Denison, TX"
1582,county,Cambria County,PA,"Johnstown, PA"
884,county,Blount County,TN,"Knoxville, TN"
2640,county,Brunswick County,NC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
1762,county,Harnett County,NC,"Fayetteville, NC"
2572,county,Tazewell County,IL,"Peoria, IL"
3072,county,Washington County,TN,"Johnson City, TN"
335,county,Wood County,OH,"Toledo, OH"
422,county,Cache County,UT,"Logan, UT-ID"
2890,county,Black Hawk County,IA,"Waterloo-Cedar Falls, IA"
1835,county,Kendall County,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
2851,county,Strafford County,NH,"Boston-Cambridge-Newton, MA-NH"
1901,county,Madison County,IN,"Indianapolis-Carmel-Anderson, IN"
3071,county,Washington County,RI,"Providence-Warwick, RI-MA"
1972,county,Pickens County,SC,"Greenville-Anderson, SC"
2095,county,Wichita County,TX,"Wichita Falls, TX"
1703,county,Fayette County,PA,"Pittsburgh, PA"
2628,county,Berkshire County,MA,"Pittsfield, MA"
2729,county,Hunterdon County,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
1393,county,Skagit County,WA,"Mount Vernon-Anacortes, WA"
940,county,Clarke County,GA,"Athens-Clarke County, GA"
2900,county,Chautauqua County,NY,"Jamestown-Dunkirk-Fredonia, NY"
1548,county,Bossier Parish,LA,"Shreveport-Bossier City, LA"
2844,county,Sebastian County,AR,"Fort Smith, AR-OK"
238,county,Linn County,OR,"Albany-Lebanon, OR"
2506,county,Richland County,OH,"Mansfield, OH"
548,county,Gregg County,TX,"Longview, TX"
2364,county,Kennebec County,ME,"Augusta-Waterville, ME"
2260,county,Faulkner County,AR,"Little Rock-North Little Rock-Conway, AR"
1229,county,Morgan County,AL,"Decatur, AL"
1362,county,Saline County,AR,"Little Rock-North Little Rock-Conway, AR"
2892,county,Bonneville County,ID,"Idaho Falls, ID"
2142,county,Berkeley County,WV,"Hagerstown-Martinsburg, MD-WV"
2767,county,La Crosse County,WI,"La Crosse-Onalaska, WI-MN"
2855,county,Tom Green County,TX,"San Angelo, TX"
1673,county,Douglas County,KS,"Lawrence, KS"
1590,county,Carroll County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
1697,county,Fayette County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
2748,county,Jefferson County,NY,"Watertown-Fort Drum, NY"
2845,county,Sheboygan County,WI,"Sheboygan, WI"
1889,county,Lowndes County,GA,"Valdosta, GA"
1569,county,Calhoun County,AL,"Anniston-Oxford, AL"
2299,county,Gallatin County,MT,"Bozeman, MT"
2394,county,Lycoming County,PA,"Williamsport, PA"
1707,county,Flagler County,FL,"Deltona-Daytona Beach-Ormond Beach, FL"
3132,county,Saint Marys County,MD,"California-Lexington Park, MD"
2247,county,Delaware County,IN,"Muncie, IN"
2370,county,La Porte County,IN,"Michigan City-La Porte, IN"
1952,county,Ontario County,NY,"Rochester, NY"
2608,county,Albemarle County,VA,"Charlottesville, VA"
1263,county,Newton County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
1203,county,Mercer County,PA,"Youngstown-Warren-Boardman, OH-PA"
1678,county,Douglas County,OR,"Roseburg, OR"
3151,county,Androscoggin County,ME,"Lewiston-Auburn, ME"
1079,county,Hardin County,KY,"Elizabethtown-Fort Knox, KY"
3040,county,Terrebonne Parish,LA,"Houma-Thibodaux, LA"
2371,county,La Salle County,IL,"Ottawa, IL"
2674,county,Craighead County,AR,"Jonesboro, AR"
1644,county,Cowlitz County,WA,"Longview, WA"
1478,county,Warren County,NJ,"Allentown-Bethlehem-Easton, PA-NJ"
1758,county,Hanover County,VA,"Richmond, VA"
493,county,Eaton County,MI,"Lansing-East Lansing, MI"
3249,county,Saint Lawrence County,NY,"Ogdensburg-Massena, NY"
2997,county,Pennington County,SD,"Rapid City, SD"
1905,county,Madison County,MS,"Jackson, MS"
2363,county,Kankakee County,IL,"Kankakee, IL"
2248,county,Delaware County,NY,nan
855,county,Bartow County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
641,county,Miami County,OH,"Dayton-Kettering, OH"
1554,county,Bradley County,TN,"Cleveland, TN"
2110,county,Yamhill County,OR,"Portland-Vancouver-Hillsboro, OR-WA"
112,county,Cass County,MO,"Kansas City, MO-KS"
3277,county,Matanuska Susitna Borough,AK,"Anchorage, AK"
1253,county,Navajo County,AZ,"Show Low, AZ"
323,county,Vigo County,IN,"Terre Haute, IN"
1781,county,Houston County,AL,"Dothan, AL"
2592,county,Walworth County,WI,"Whitewater, WI"
924,county,Carver County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
2966,county,Monongalia County,WV,"Morgantown, WV"
2578,county,Tompkins County,NY,"Ithaca, NY"
1411,county,Sumter County,SC,"Sumter, SC"
2516,county,Rockwall County,TX,"Dallas-Fort Worth-Arlington, TX"
2924,county,Eau Claire County,WI,"Eau Claire, WI"
1326,county,Platte County,MO,"Kansas City, MO-KS"
2601,county,Woodbury County,IA,"Sioux City, IA-NE-SD"
2283,county,Franklin County,MO,"St. Louis, MO-IL"
620,county,Macon County,IL,"Decatur, IL"
68,county,Bay County,MI,"Bay City, MI"
3092,county,Fond du Lac County,WI,"Fond du Lac, WI"
362,county,Adams County,PA,"Gettysburg, PA"
1007,county,Etowah County,AL,"Gadsden, AL"
2265,county,Flathead County,MT,"Kalispell, MT"
429,county,Cecil County,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
2598,county,Wicomico County,MD,"Salisbury, MD-DE"
2872,county,Whitfield County,GA,"Dalton, GA"
1652,county,Daviess County,KY,"Owensboro, KY"
371,county,Allen County,OH,"Lima, OH"
2905,county,Columbiana County,OH,"Salem, OH"
1261,county,Nevada County,CA,"Truckee-Grass Valley, CA"
2780,county,Limestone County,AL,"Huntsville, AL"
962,county,Craven County,NC,"New Bern, NC"
2724,county,Highlands County,FL,"Sebring-Avon Park, FL"
1657,county,DeKalb County,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
1848,county,Laramie County,WY,"Cheyenne, WY"
1718,county,Garland County,AR,"Hot Springs, AR"
3184,county,Roanoke City,VA,"Roanoke, VA"
1856,county,Lenawee County,MI,"Adrian, MI"
2984,county,Montgomery County,VA,"Blacksburg-Christiansburg, VA"
1415,county,Sutter County,CA,"Yuba City, CA"
632,county,Maury County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
2667,county,Cleveland County,NC,"Shelby, NC"
185,county,Hunt County,TX,"Dallas-Fort Worth-Arlington, TX"
1683,county,Dubuque County,IA,"Dubuque, IA"
649,county,Moore County,NC,"Pinehurst-Southern Pines, NC"
1911,county,Madison County,TN,"Jackson, TN"
512,county,Floyd County,GA,"Rome, GA"
735,county,Story County,IA,"Ames, IA"
1376,county,Sevier County,TN,"Sevierville, TN"
1343,county,Putnam County,NY,"New York-Newark-Jersey City, NY-NJ-PA"
2157,county,Burleigh County,ND,"Bismarck, ND"
542,county,Grant County,WA,"Moses Lake, WA"
2624,county,Ashtabula County,OH,"Ashtabula, OH"
2774,county,Lafourche Parish,LA,"Houma-Thibodaux, LA"
3260,county,Portsmouth City,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
2405,county,Marshall County,AL,"Albertville, AL"
3290,county,Fairbanks North Star Borough,AK,"Fairbanks, AK"
976,county,Dallas County,IA,"Des Moines-West Des Moines, IA"
1998,county,Roanoke County,VA,"Roanoke, VA"
2846,county,Sherburne County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
1469,county,Walton County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
1033,county,Geauga County,OH,"Cleveland-Elyria, OH"
2294,county,Franklin County,WA,"Kennewick-Richland, WA"
1533,county,Bastrop County,TX,"Austin-Round Rock-Georgetown, TX"
870,county,Benton County,OR,"Corvallis, OR"
2777,county,Lancaster County,SC,"Charlotte-Concord-Gastonia, NC-SC"
1358,county,Rogers County,OK,"Tulsa, OK"
256,county,Nash County,NC,"Rocky Mount, NC"
906,county,Cabell County,WV,"Huntington-Ashland, WV-KY-OH"
3240,county,Grand Traverse County,MI,"Traverse City, MI"
2039,county,Steuben County,NY,"Corning, NY"
2952,county,Lauderdale County,AL,"Florence-Muscle Shoals, AL"
3216,county,Pottawattamie County,IA,"Omaha-Council Bluffs, NE-IA"
3194,county,Suffolk City,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
3044,county,Tuscarawas County,OH,"New Philadelphia-Dover, OH"
2514,county,Rockdale County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
399,county,Bowie County,TX,"Texarkana, TX-AR"
2168,county,Campbell County,KY,"Cincinnati, OH-KY-IN"
3126,county,Saint Croix County,WI,"Minneapolis-St. Paul-Bloomington, MN-WI"
1581,county,Calvert County,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1902,county,Madison County,KY,"Richmond-Berea, KY"
3244,county,Northumberland County,PA,"Sunbury, PA"
2796,county,Mendocino County,CA,"Ukiah, CA"
796,county,Wayne County,NY,"Rochester, NY"
2588,county,Victoria County,TX,"Victoria, TX"
1729,county,Grafton County,NH,"Lebanon, NH-VT"
1961,county,Ozaukee County,WI,"Milwaukee-Waukesha, WI"
3012,county,Rockingham County,NC,"Greensboro-High Point, NC"
3121,county,Saint Clair County,AL,"Birmingham-Hoover, AL"
2700,county,Frederick County,VA,"Winchester, VA-WV"
1861,county,Liberty County,TX,"Houston-The Woodlands-Sugar Land, TX"
485,county,Dodge County,WI,"Beaver Dam, WI"
3045,county,Twin Falls County,ID,"Twin Falls, ID"
1142,county,Lapeer County,MI,"Detroit-Warren-Dearborn, MI"
1251,county,Nassau County,FL,"Jacksonville, FL"
416,county,Burke County,NC,"Hickory-Lenoir-Morganton, NC"
2659,county,Christian County,MO,"Springfield, MO"
2760,county,Josephine County,OR,"Grants Pass, OR"
1003,county,Elmore County,AL,"Montgomery, AL"
1647,county,Cullman County,AL,"Cullman, AL"
2686,county,Dougherty County,GA,"Albany, GA"
2125,county,Angelina County,TX,"Lufkin, TX"
1530,county,Bannock County,ID,"Pocatello, ID"
292,county,Polk County,OR,"Salem, OR"
2812,county,Muskingum County,OH,"Zanesville, OH"
2386,county,Lawrence County,PA,"New Castle, PA"
1112,county,Island County,WA,"Oak Harbor, WA"
1875,county,Lincoln County,NC,"Charlotte-Concord-Gastonia, NC-SC"
2154,county,Buchanan County,MO,"St. Joseph, MO-KS"
1945,county,Newport County,RI,"Providence-Warwick, RI-MA"
1291,county,Orange County,TX,"Beaumont-Port Arthur, TX"
2991,county,Orangeburg County,SC,"Orangeburg, SC"
2756,county,Jefferson County,WI,"Watertown-Fort Atkinson, WI"
338,county,Wood County,WV,"Parkersburg-Vienna, WV"
2235,county,Crawford County,PA,"Meadville, PA"
1610,county,Chemung County,NY,"Elmira, NY"
525,county,Glynn County,GA,"Brunswick, GA"
1602,county,Cascade County,MT,"Great Falls, MT"
1788,county,Indiana County,PA,"Indiana, PA"
1929,county,Midland County,MI,"Midland, MI"
85,county,Lee County,MS,"Tupelo, MS"
1100,county,Howard County,IN,"Kokomo, IN"
3014,county,Rockingham County,VA,"Harrisonburg, VA"
3187,county,Saint Landry Parish,LA,"Opelousas, LA"
1214,county,Monroe County,FL,"Key West, FL"
852,county,Barrow County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
2853,county,Talladega County,AL,"Talladega-Sylacauga, AL"
670,county,Payne County,OK,"Stillwater, OK"
2721,county,Henderson County,TX,"Athens, TX"
3084,county,Bartholomew County,IN,"Columbus, IN"
1565,county,Bullitt County,KY,"Louisville/Jefferson County, KY-IN"
1643,county,Coryell County,TX,"Killeen-Temple, TX"
3100,county,Leavenworth County,KS,"Kansas City, MO-KS"
601,county,Lewis County,WA,"Centralia, WA"
2783,county,Manitowoc County,WI,"Manitowoc, WI"
3237,county,Cape Girardeau County,MO,"Cape Girardeau, MO-IL"
2163,county,Caldwell County,NC,"Hickory-Lenoir-Morganton, NC"
2902,county,Clearfield County,PA,"DuBois, PA"
2065,county,Wagoner County,OK,"Tulsa, OK"
346,county,Yuba County,CA,"Yuba City, CA"
2766,county,Kosciusko County,IN,"Warsaw, IN"
1630,county,Clinton County,NY,"Plattsburgh, NY"
1566,county,Bulloch County,GA,"Statesboro, GA"
2585,county,Umatilla County,OR,"Hermiston-Pendleton, OR"
1941,county,Natrona County,WY,"Casper, WY"
514,county,Floyd County,IN,"Louisville/Jefferson County, KY-IN"
1345,county,Putnam County,TN,"Cookeville, TN"
1628,county,Clinton County,MI,"Lansing-East Lansing, MI"
3243,county,Lynchburg City,VA,"Lynchburg, VA"
1495,county,Wilson County,NC,"Wilson, NC"
1751,county,Hancock County,IN,"Indianapolis-Carmel-Anderson, IN"
932,county,Chelan County,WA,"Wenatchee, WA"
2567,county,Sullivan County,NY,nan
1276,county,Oconee County,SC,"Seneca, SC"
2942,county,James City County,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
1710,county,Forrest County,MS,"Hattiesburg, MS"
137,county,Cole County,MO,"Jefferson City, MO"
3088,county,Cattaraugus County,NY,"Olean, NY"
309,county,Ross County,OH,"Chillicothe, OH"
1523,county,Augusta County,VA,"Staunton, VA"
805,county,White County,AR,"Searcy, AR"
1619,county,Clallam County,WA,"Port Angeles, WA"
2123,county,Anderson County,TN,"Knoxville, TN"
929,county,Cayuga County,NY,"Auburn, NY"
1466,county,Walker County,TX,"Huntsville, TX"
2195,county,Cheshire County,NH,"Keene, NH"
2586,county,Valencia County,NM,"Albuquerque, NM"
2860,county,Van Buren County,MI,nan
1755,county,Hancock County,OH,"Findlay, OH"
1609,county,Chatham County,NC,"Durham-Chapel Hill, NC"
2865,county,Vermilion County,IL,"Danville, IL"
1990,county,Raleigh County,WV,"Beckley, WV"
3163,county,Grays Harbor County,WA,"Aberdeen, WA"
1370,county,Scioto County,OH,"Portsmouth, OH"
2553,county,Somerset County,PA,"Somerset, PA"
337,county,Wood County,WI,"Wisconsin Rapids-Marshfield, WI"
1795,county,Jackson County,GA,"Jefferson, GA"
1149,county,Lonoke County,AR,"Little Rock-North Little Rock-Conway, AR"
2953,county,Lauderdale County,MS,"Meridian, MS"
1468,county,Walton County,FL,"Crestview-Fort Walton Beach-Destin, FL"
578,county,Kauai County,HI,"Kapaa, HI"
1338,county,Putnam County,FL,"Palatka, FL"
3093,county,Grand Forks County,ND,"Grand Forks, ND-MN"
2428,county,McKinley County,NM,"Gallup, NM"
77,county,Lea County,NM,"Hobbs, NM"
695,county,Riley County,KS,"Manhattan, KS"
2261,county,Fauquier County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
2658,county,Christian County,KY,"Clarksville, TN-KY"
2894,county,Broomfield County,CO,"Denver-Aurora-Lakewood, CO"
3178,county,Pottawatomie County,OK,"Shawnee, OK"
2834,county,Robertson County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
460,county,Creek County,OK,"Tulsa, OK"
345,county,York County,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
1656,county,De Kalb County,AL,"Fort Payne, AL"
737,county,Surry County,NC,"Mount Airy, NC"
336,county,Wood County,TX,nan
1233,county,Morgan County,IN,"Indianapolis-Carmel-Anderson, IN"
1436,county,Tooele County,UT,"Salt Lake City, UT"
2281,county,Franklin County,MA,"Springfield, MA"
1109,county,Iberia Parish,LA,"Lafayette, LA"
1976,county,Portage County,WI,"Stevens Point, WI"
3258,county,Lewis and Clark County,MT,"Helena, MT"
1063,county,Greene County,TN,"Greeneville, TN"
393,county,Boone County,IN,"Indianapolis-Carmel-Anderson, IN"
325,county,Ward County,ND,"Minot, ND"
756,county,Troup County,GA,"LaGrange, GA-AL"
2710,county,Greenwood County,SC,"Greenwood, SC"
2212,county,Columbia County,FL,"Lake City, FL"
1842,county,Klamath County,OR,"Klamath Falls, OR"
2118,county,Allegany County,MD,"Cumberland, MD-WV"
2335,county,Harrison County,TX,"Longview, TX"
2891,county,Blue Earth County,MN,"Mankato, MN"
3190,county,San Patricio County,TX,"Corpus Christi, TX"
1909,county,Madison County,NY,"Syracuse, NY"
3031,county,Shiawassee County,MI,"Lansing-East Lansing, MI"
2733,county,Jefferson County,AR,"Pine Bluff, AR"
333,county,Wise County,TX,"Dallas-Fort Worth-Arlington, TX"
2179,county,Carteret County,NC,"Morehead City, NC"
1465,county,Walker County,GA,"Chattanooga, TN-GA"
217,county,Lake County,CA,"Clearlake, CA"
2285,county,Franklin County,NC,"Raleigh-Cary, NC"
1279,county,Oldham County,KY,"Louisville/Jefferson County, KY-IN"
1605,county,Catoosa County,GA,"Chattanooga, TN-GA"
900,county,Butler County,KS,"Wichita, KS"
2789,county,McCracken County,KY,"Paducah, KY-IL"
574,county,Jones County,MS,"Laurel, MS"
664,county,Otero County,NM,"Alamogordo, NM"
2622,county,Aroostook County,ME,nan
3079,county,Williamson County,IL,"Carbondale-Marion, IL"
1852,county,Laurens County,SC,"Greenville-Anderson, SC"
1540,county,Belmont County,OH,"Wheeling, WV-OH"
3248,county,Saint Francois County,MO,"Farmington, MO"
2450,county,Muskogee County,OK,"Muskogee, OK"
531,county,Grant County,IN,"Marion, IN"
304,county,Rice County,MN,"Faribault-Northfield, MN"
2554,county,Spalding County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
789,county,Wayne County,IN,"Richmond, IN"
567,county,Ionia County,MI,"Grand Rapids-Kentwood, MI"
834,county,Apache County,AZ,nan
2443,county,Montcalm County,MI,"Grand Rapids-Kentwood, MI"
2785,county,Marquette County,MI,"Marquette, MI"
1492,county,Wilkes County,NC,"North Wilkesboro, NC"
2336,county,Harrison County,WV,"Clarksburg, WV"
2620,county,Armstrong County,PA,"Pittsburgh, PA"
2675,county,Crow Wing County,MN,"Brainerd, MN"
356,county,Adams County,IL,"Quincy, IL-MO"
2201,county,Chippewa County,WI,"Eau Claire, WI"
2356,county,Isabella County,MI,"Mount Pleasant, MI"
1479,county,Warren County,NY,"Glens Falls, NY"
731,county,Starr County,TX,"Rio Grande City-Roma, TX"
1170,county,Marion County,OH,"Marion, OH"
2749,county,Jefferson County,OH,"Weirton-Steubenville, WV-OH"
1426,county,Tehama County,CA,"Red Bluff, CA"
314,county,Sauk County,WI,"Baraboo, WI"
1464,county,Walker County,AL,"Jasper, AL"
125,county,Clay County,MN,"Fargo, ND-MN"
931,county,Chaves County,NM,"Roswell, NM"
2216,county,Columbia County,PA,"Bloomsburg-Berwick, PA"
1838,county,Kershaw County,SC,"Columbia, SC"
630,county,Mason County,WA,"Shelton, WA"
3108,county,Nacogdoches County,TX,"Nacogdoches, TX"
915,county,Carbon County,PA,"Allentown-Bethlehem-Easton, PA-NJ"
702,county,Salem County,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
1985,county,Pulaski County,KY,"Somerset, KY"
142,county,Coos County,OR,"Coos Bay, OR"
3015,county,Rutherford County,NC,"Forest City, NC"
1859,county,Liberty County,GA,"Hinesville, GA"
1745,county,Hamblen County,TN,"Morristown, TN"
589,county,Lamar County,MS,"Hattiesburg, MS"
2070,county,Warrick County,IN,"Evansville, IN-KY"
1539,county,Belknap County,NH,"Laconia, NH"
2689,county,Effingham County,GA,"Savannah, GA"
2917,county,Darlington County,SC,"Florence, SC"
3020,county,San Benito County,CA,"San Jose-Sunnyvale-Santa Clara, CA"
1881,county,Lincoln County,SD,"Sioux Falls, SD"
296,county,Pope County,AR,"Russellville, AR"
2928,county,Georgetown County,SC,"Georgetown, SC"
841,county,Athens County,OH,"Athens, OH"
86,county,Lee County,NC,"Sanford, NC"
2303,county,Garfield County,OK,"Enid, OK"
173,county,Hall County,NE,"Grand Island, NE"
214,county,Knox County,OH,"Mount Vernon, OH"
2961,county,Livingston County,NY,"Rochester, NY"
3147,county,Walla Walla County,WA,"Walla Walla, WA"
1397,county,Stanly County,NC,"Albemarle, NC"
1144,county,Laurel County,KY,"London, KY"
301,county,Reno County,KS,"Hutchinson, KS"
382,county,Barry County,MI,nan
773,county,Union County,OH,"Columbus, OH"
1769,county,Haywood County,NC,"Asheville, NC"
2214,county,Columbia County,NY,"Hudson, NY"
3066,county,Washington County,NY,"Glens Falls, NY"
2300,county,Garfield County,CO,"Glenwood Springs, CO"
155,county,Eddy County,NM,"Carlsbad-Artesia, NM"
1435,county,Tipton County,TN,"Memphis, TN-MS-AR"
2226,county,Crawford County,AR,"Fort Smith, AR-OK"
2708,county,Granville County,NC,"Durham-Chapel Hill, NC"
3176,county,Pittsylvania County,VA,"Danville, VA"
3186,county,Saint Joseph County,MI,"Sturgis, MI"
2340,county,Herkimer County,NY,"Utica-Rome, NY"
2009,county,Rutland County,VT,"Rutland, VT"
2915,county,Cumberland County,TN,"Crossville, TN"
184,county,Hood County,TX,"Granbury, TX"
2149,county,Bradford County,PA,"Sayre, PA"
1313,county,Pender County,NC,"Wilmington, NC"
3067,county,Washington County,OH,"Marietta, OH"
1204,county,Mercer County,WV,"Bluefield, WV-VA"
2992,county,Otter Tail County,MN,"Fergus Falls, MN"
3076,county,Washington County,VT,"Barre, VT"
2012,county,Sampson County,NC,nan
2525,county,Sandusky County,OH,"Fremont, OH"
1298,county,Otsego County,NY,"Oneonta, NY"
2385,county,Lawrence County,OH,"Huntington-Ashland, WV-KY-OH"
276,county,Pike County,KY,nan
1890,county,Lowndes County,MS,"Columbus, MS"
883,county,Blount County,AL,"Birmingham-Hoover, AL"
2862,county,Van Zandt County,TX,nan
3257,county,Kenai Peninsula Borough,AK,nan
2005,county,Russell County,AL,"Columbus, GA-AL"
1872,county,Lincoln County,MO,"St. Louis, MO-IL"
1265,county,Newton County,MO,"Joplin, MO"
565,county,Huron County,OH,"Norwalk, OH"
2479,county,Pickaway County,OH,"Columbus, OH"
1722,county,Genesee County,NY,"Batavia, NY"
280,county,Pike County,PA,"New York-Newark-Jersey City, NY-NJ-PA"
1524,county,Autauga County,AL,"Montgomery, AL"
2218,county,Columbia County,WI,"Madison, WI"
820,county,Acadia Parish,LA,"Lafayette, LA"
2124,county,Anderson County,TX,"Palestine, TX"
249,county,Lyon County,NV,"Fernley, NV"
3087,county,Carson City,NV,"Carson City, NV"
1305,county,Oxford County,ME,nan
2866,county,Vermilion Parish,LA,"Lafayette, LA"
2417,county,Maverick County,TX,"Eagle Pass, TX"
2757,county,Jefferson County,WV,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
2099,county,Windsor County,VT,"Lebanon, NH-VT"
1346,county,Putnam County,WV,"Huntington-Ashland, WV-KY-OH"
947,county,Coffee County,TN,"Tullahoma-Manchester, TN"
1044,county,Gordon County,GA,"Calhoun, GA"
2637,county,Box Elder County,UT,"Ogden-Clearfield, UT"
1768,county,Hawkins County,TN,"Kingsport-Bristol, TN-VA"
1615,county,Chisago County,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
923,county,Carter County,TN,"Johnson City, TN"
710,county,Scott County,KY,"Lexington-Fayette, KY"
1175,county,Marion County,WV,"Fairmont, WV"
2193,county,Cherokee County,SC,"Gaffney, SC"
1082,county,Hardin County,TX,"Beaumont-Port Arthur, TX"
1636,county,Colbert County,AL,"Florence-Muscle Shoals, AL"
3115,county,Pearl River County,MS,"Picayune, MS"
2871,county,Whiteside County,IL,"Sterling, IL"
741,county,Taney County,MO,"Branson, MO"
193,county,Iron County,UT,"Cedar City, UT"
2772,county,Lafayette County,MS,"Oxford, MS"
491,county,Eagle County,CO,"Edwards, CO"
2369,county,La Plata County,CO,"Durango, CO"
2171,county,Campbell County,VA,"Lynchburg, VA"
1467,county,Waller County,TX,"Houston-The Woodlands-Sugar Land, TX"
1753,county,Hancock County,ME,nan
1147,county,Lenoir County,NC,"Kinston, NC"
2584,county,Tuolumne County,CA,"Sonora, CA"
1374,county,Seneca County,OH,"Tiffin, OH"
2292,county,Franklin County,VA,"Roanoke, VA"
527,county,Grady County,OK,"Oklahoma City, OK"
1364,county,Saline County,KS,"Salina, KS"
2753,county,Jefferson County,TN,"Morristown, TN"
1151,county,Loudon County,TN,"Knoxville, TN"
908,county,Camden County,GA,"St. Marys, GA"
2073,county,Watauga County,NC,"Boone, NC"
3075,county,Washington County,VA,"Kingsport-Bristol, TN-VA"
1668,county,Dickson County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1824,county,Johnson County,MO,"Warrensburg, MO"
1797,county,Jackson County,IL,"Carbondale-Marion, IL"
392,county,Boone County,IL,"Rockford, IL"
1024,county,Fulton County,NY,"Gloversville, NY"
1986,county,Pulaski County,MO,"Fort Leonard Wood, MO"
156,county,Elko County,NV,"Elko, NV"
696,county,Roane County,TN,"Knoxville, TN"
2058,county,Tuscola County,MI,nan
164,county,Gila County,AZ,"Payson, AZ"
1190,county,McMinn County,TN,"Athens, TN"
945,county,Coffee County,AL,"Enterprise, AL"
2758,county,Jessamine County,KY,"Lexington-Fayette, KY"
1519,county,Ashland County,OH,"Ashland, OH"
1791,county,Jackson County,AL,"Scottsboro, AL"
312,county,Rusk County,TX,"Longview, TX"
205,county,Kerr County,TX,"Kerrville, TX"
3068,county,Washington County,OK,"Bartlesville, OK"
2215,county,Columbia County,OR,"Portland-Vancouver-Hillsboro, OR-WA"
1068,county,Grundy County,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
3222,county,Saint Charles Parish,LA,"New Orleans-Metairie, LA"
2880,county,Worcester County,MD,"Salisbury, MD-DE"
3188,county,Saint Martin Parish,LA,"Lafayette, LA"
543,county,Grant County,WI,"Platteville, WI"
181,county,Hoke County,NC,"Fayetteville, NC"
1580,county,Calumet County,WI,"Appleton, WI"
3273,county,Harrisonburg City,VA,"Harrisonburg, VA"
2240,county,Culpeper County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1942,county,Navarro County,TX,"Corsicana, TX"
1471,county,Warren County,IA,"Des Moines-West Des Moines, IA"
467,county,Darke County,OH,"Greenville, OH"
259,county,Ogle County,IL,"Rochelle, IL"
2074,county,Waupaca County,WI,nan
110,county,Cass County,MI,"South Bend-Mishawaka, IN-MI"
2219,county,Columbus County,NC,nan
2818,county,Oktibbeha County,MS,"Starkville, MS"
