region_id,region_type,city,state,metro_area,county
36768,city,Chesterland,OH,"Cleveland-Elyria, OH",Geauga County
9534,city,Salem,MO,nan,Dent County
8267,city,Crystal Springs,MS,"Jackson, MS",Copiah County
50015,city,Wallington,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
19351,city,Middlesboro,KY,"Middlesborough, KY",Bell County
24253,city,Crandall,TX,"Dallas-Fort Worth-Arlington, TX",Kaufman County
9289,city,Windber,PA,"Somerset, PA",Somerset County
53081,city,Lyman,SC,"Spartanburg, SC",Spartanburg County
18799,city,Katonah,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County
27740,city,Walhalla,SC,"Seneca, SC",Oconee County
35215,city,Cuero,TX,nan,De Witt County
827067,city,Lewiston,NY,"Buffalo-Cheektowaga, NY",Niagara County
24619,city,Estacada,OR,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County
25242,city,Indian Head,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County
6976,city,Schuylkill Haven,PA,"Pottsville, PA",Schuylkill County
36363,city,Thermal,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County
46425,city,Marshville,NC,"Charlotte-Concord-Gastonia, NC-SC",Union County
22330,city,Ridgefield,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
24431,city,Dry Ridge,KY,"Cincinnati, OH-KY-IN",Grant County
5917,city,Metropolis,IL,"Paducah, KY-IL",Massac County
49956,city,Vinita,OK,nan,Craig County
398918,city,Bath,MI,"Lansing-East Lansing, MI",Clinton County
56915,city,Rocky Point,NC,"Wilmington, NC",Pender County
8276,city,Bath,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County
28175,city,Argyle,TX,"Dallas-Fort Worth-Arlington, TX",Denton County
53110,city,Mahomet,IL,"Champaign-Urbana, IL",Champaign County
35347,city,Frankford,DE,"Salisbury, MD-DE",Sussex County
38790,city,Green River,WY,"Rock Springs, WY",Sweetwater County
29308,city,Wilmington,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Will County
55704,city,Edenton,NC,nan,Chowan County
54200,city,Romeo,MI,"Detroit-Warren-Dearborn, MI",Macomb County
124185,city,Doctor Phillips,FL,"Orlando-Kissimmee-Sanford, FL",Orange County
34168,city,Sturgis,SD,"Rapid City, SD",Meade County
36129,city,Miles City,MT,nan,Custer County
27318,city,Summit,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
8563,city,Goshen,OH,"Cincinnati, OH-KY-IN",Clermont County
24268,city,Creswell,OR,"Eugene-Springfield, OR",Lane County
396550,city,View Park-Windsor Hills,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
8877,city,Oxford,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Newton County
35618,city,Ione,CA,nan,Amador County
27329,city,Sunland Park,NM,"Las Cruces, NM",Dona Ana County
30160,city,Alexandria,IN,"Indianapolis-Carmel-Anderson, IN",Madison County
55743,city,Hillsborough,CA,"San Francisco-Oakland-Berkeley, CA",San Mateo County
46937,city,Ottawa,OH,nan,Putnam County
16956,city,Belfair,WA,"Shelton, WA",Mason County
21623,city,Brooklyn,OH,"Cleveland-Elyria, OH",Cuyahoga County
18436,city,Hallsville,TX,"Longview, TX",Harrison County
14454,city,Walkersville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick County
46267,city,Little Ferry,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
396111,city,Kennebunk,ME,"Portland-South Portland, ME",York County
157774,city,Coral Hills,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County
27912,city,Westwood,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
38206,city,Dobbs Ferry,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County
53563,city,Newcastle,WA,"Seattle-Tacoma-Bellevue, WA",King County
14762,city,Big Stone Gap,VA,"Big Stone Gap, VA",Wise County
43749,city,Tonganoxie,KS,"Kansas City, MO-KS",Leavenworth County
47695,city,Sierra Madre,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
5789,city,Manteno,IL,"Kankakee, IL",Kankakee County
17327,city,Carver,MA,"Boston-Cambridge-Newton, MA-NH",Plymouth County
56774,city,Sinton,TX,"Corpus Christi, TX",San Patricio County
3848,city,Brownfield,TX,nan,Terry County
48041,city,Trinity,TX,"Huntsville, TX",Trinity County
52755,city,Kentwood,LA,"Hammond, LA",Tangipahoa Parish
4045,city,Channahon,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Will County
396083,city,Leola,PA,"Lancaster, PA",Lancaster County
43226,city,Trenton,FL,"Gainesville, FL",Gilchrist County
42174,city,Hellertown,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County
398733,city,Jackson,WI,"Milwaukee-Waukesha, WI",Washington County
8679,city,Finksburg,MD,"Baltimore-Columbia-Towson, MD",Carroll County
3468,city,Aspen,CO,"Glenwood Springs, CO",Pitkin County
55165,city,Wheelersburg,OH,"Portsmouth, OH",Scioto County
25247,city,Indianola,MS,"Indianola, MS",Sunflower County
6597,city,Powell,WY,nan,Park County
51227,city,Caldwell,TX,"College Station-Bryan, TX",Burleson County
52833,city,Lacombe,LA,"New Orleans-Metairie, LA",Saint Tammany Parish
116032,city,La Riviera,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County
23903,city,Cahokia,IL,"St. Louis, MO-IL",Saint Clair County
40782,city,Schiller Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
30878,city,Chillicothe,MO,nan,Livingston County
18069,city,Falling Waters,WV,"Hagerstown-Martinsburg, MD-WV",Berkeley County
34141,city,Stevensville,MT,nan,Ravalli County
12796,city,Monmouth,IL,nan,Warren County
5746,city,Macedonia,OH,"Akron, OH",Summit County
29102,city,Ripley,MS,nan,Tippah County
34864,city,Wilton Manors,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
13972,city,Springville,AL,"Birmingham-Hoover, AL",Saint Clair County
34221,city,Syracuse,IN,"Warsaw, IN",Kosciusko County
46826,city,Norwell,MA,"Boston-Cambridge-Newton, MA-NH",Plymouth County
41501,city,Villas,NJ,"Ocean City, NJ",Cape May County
4344,city,Delphos,OH,"Lima, OH",Allen County
34217,city,Sylvester,GA,"Albany, GA",Worth County
29979,city,Flossmoor,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
3681,city,Bishopville,SC,nan,Lee County
47631,city,Seminole,OK,nan,Seminole County
397057,city,Groton,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County
56738,city,Warren,RI,"Providence-Warwick, RI-MA",Bristol County
15793,city,Liberty,NC,"Greensboro-High Point, NC",Randolph County
3624,city,Bellville,TX,"Houston-The Woodlands-Sugar Land, TX",Austin County
15223,city,Hohenwald,TN,nan,Lewis County
46209,city,Leicester,MA,"Worcester, MA-CT",Worcester County
6783,city,Riverdale,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
43791,city,Adel,IA,"Des Moines-West Des Moines, IA",Dallas County
23884,city,Burkburnett,TX,"Wichita Falls, TX",Wichita County
53952,city,Pompton Lakes,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County
123825,city,Callaway,FL,"Panama City, FL",Bay County
49974,city,Taneytown,MD,"Baltimore-Columbia-Towson, MD",Carroll County
18564,city,High Springs,FL,"Gainesville, FL",Alachua County
14934,city,Breckenridge,CO,"Breckenridge, CO",Summit County
829611,city,Southampton,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
45129,city,Elkmont,AL,"Huntsville, AL",Limestone County
52994,city,Little Canada,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County
35607,city,Falmouth,ME,"Portland-South Portland, ME",Cumberland County
24594,city,Endwell,NY,"Binghamton, NY",Broome County
14795,city,Carterville,IL,"Carbondale-Marion, IL",Williamson County
11527,city,Franklin Lakes,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
4928,city,Golden Valley,AZ,"Lake Havasu City-Kingman, AZ",Mohave County
17295,city,Capitol Heights,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County
4184,city,Commerce,TX,"Dallas-Fort Worth-Arlington, TX",Hunt County
40958,city,Somers,WI,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County
28546,city,Elkin,NC,"Mount Airy, NC",Surry County
21816,city,Henryetta,OK,"Tulsa, OK",Okmulgee County
22273,city,Nashville,GA,nan,Berrien County
44145,city,Berwyn,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County
31011,city,Conley,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County
4144,city,Clyde,NC,"Asheville, NC",Haywood County
14875,city,Dalhart,TX,nan,Dallam County
397625,city,Granby,CT,"Hartford-East Hartford-Middletown, CT",Hartford County
9729,city,Carleton,MI,"Monroe, MI",Monroe County
45705,city,Hebron,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Porter County
35457,city,Holbrook,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County
50934,city,Bedford Heights,OH,"Cleveland-Elyria, OH",Cuyahoga County
15271,city,Elwood,IN,"Indianapolis-Carmel-Anderson, IN",Madison County
9039,city,Norfolk,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County
6015,city,Monroe,OH,"Cincinnati, OH-KY-IN",Butler County
11928,city,Hitchcock,TX,"Houston-The Woodlands-Sugar Land, TX",Galveston County
30484,city,Blairsville,PA,"Indiana, PA",Indiana County
827221,city,Macedon,NY,"Rochester, NY",Wayne County
49488,city,Munhall,PA,"Pittsburgh, PA",Allegheny County
36560,city,Westlake,LA,"Lake Charles, LA",Calcasieu Parish
45697,city,Hayes,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Gloucester County
21214,city,West Caldwell,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County
832064,city,Henrietta,NY,"Rochester, NY",Monroe County
3639,city,Benton City,WA,"Kennewick-Richland, WA",Benton County
23177,city,Mount Kisco,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County
33358,city,Payette,ID,"Ontario, OR-ID",Payette County
36819,city,Cottondale,AL,"Tuscaloosa, AL",Tuscaloosa County
33665,city,Ridley Park,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County
51467,city,Cocoa Beach,FL,"Palm Bay-Melbourne-Titusville, FL",Brevard County
51158,city,Brookings,OR,"Brookings, OR",Curry County
17916,city,Edinboro,PA,"Erie, PA",Erie County
42113,city,Belpre,OH,"Marietta, OH",Washington County
399264,city,Windsor,WI,"Madison, WI",Dane County
35138,city,Brandon,SD,"Sioux Falls, SD",Minnehaha County
57023,city,Rochester,WA,"Olympia-Lacey-Tumwater, WA",Thurston County
17832,city,Duncansville,PA,"Altoona, PA",Blair County
24144,city,Cochran,GA,"Macon-Bibb County, GA",Bleckley County
39609,city,Manville,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County
47179,city,Polson,MT,nan,Lake County
15118,city,Franklinville,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County
52809,city,Knox,IN,nan,Starke County
34229,city,Tamaqua,PA,"Pottsville, PA",Schuylkill County
36689,city,Blacksburg,SC,"Gaffney, SC",Cherokee County
43833,city,Ahoskie,NC,nan,Hertford County
45919,city,Jamul,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
22830,city,Ruckersville,VA,"Charlottesville, VA",Greene County
52344,city,Grinnell,IA,"Des Moines-West Des Moines, IA",Poweshiek County
10645,city,Byram,MS,"Jackson, MS",Hinds County
27446,city,Totowa,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County
397560,city,Cottage Grove,WI,"Madison, WI",Dane County
55466,city,Crossett,AR,nan,Ashley County
21539,city,Chapmanville,WV,"Mount Gay-Shamrock, WV",Logan County
28324,city,Cloverdale,CA,"Santa Rosa-Petaluma, CA",Sonoma County
19029,city,Linden,MI,"Flint, MI",Genesee County
24579,city,Ellisville,MO,"St. Louis, MO-IL",Saint Louis County
36794,city,Columbiana,OH,"Salem, OH",Columbiana County
41200,city,Templeton,CA,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County
22131,city,Dupont,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County
13652,city,Saint Clair,MO,"St. Louis, MO-IL",Franklin County
27859,city,West Frankfort,IL,"Carbondale-Marion, IL",Franklin County
395667,city,Millstone Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County
52637,city,Interlachen,FL,"Palatka, FL",Putnam County
28336,city,Beachwood,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County
43250,city,Social Circle,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County
44074,city,Beach Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County
8025,city,Wyoming,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County
39298,city,La Grange,TX,nan,Fayette County
14868,city,Centreville,MD,"Baltimore-Columbia-Towson, MD",Queen Annes County
50968,city,Benton,IL,nan,Franklin County
10307,city,Beaufort,NC,"Morehead City, NC",Carteret County
40562,city,Richmond Heights,OH,"Cleveland-Elyria, OH",Cuyahoga County
39902,city,Mount Sinai,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
32058,city,Holly Springs,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County
48565,city,Woodbine,MD,"Baltimore-Columbia-Towson, MD",Howard County
29422,city,Taylorville,IL,"Taylorville, IL",Christian County
36917,city,Marshall,NC,"Asheville, NC",Madison County
47102,city,Pine Castle,FL,"Orlando-Kissimmee-Sanford, FL",Orange County
20114,city,Reading,OH,"Cincinnati, OH-KY-IN",Hamilton County
6728,city,Rensselaer,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Jasper County
6763,city,Ridgeville,SC,"Charleston-North Charleston, SC",Dorchester County
10961,city,Corte Madera,CA,"San Francisco-Oakland-Berkeley, CA",Marin County
396561,city,Muscoy,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
25522,city,Laurinburg,NC,"Laurinburg, NC",Scotland County
29833,city,Vale,NC,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County
42361,city,Graniteville,SC,"Augusta-Richmond County, GA-SC",Aiken County
40131,city,Odenville,AL,"Birmingham-Hoover, AL",Saint Clair County
43702,city,Haleyville,AL,nan,Winston County
39684,city,Maynard,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County
18292,city,Glen Head,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County
53767,city,Owings,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Calvert County
398466,city,Milton,VT,"Burlington-South Burlington, VT",Chittenden County
41601,city,Webster,FL,"The Villages, FL",Sumter County
16447,city,Millersville,PA,"Lancaster, PA",Lancaster County
34655,city,Warr Acres,OK,"Oklahoma City, OK",Oklahoma County
3885,city,Buhl,ID,"Twin Falls, ID",Twin Falls County
40252,city,Park Rapids,MN,nan,Hubbard County
40315,city,Peru,IL,"Ottawa, IL",La Salle County
44488,city,Catlettsburg,KY,"Huntington-Ashland, WV-KY-OH",Boyd County
47231,city,Preston,ID,"Logan, UT-ID",Franklin County
13436,city,Rancho Santa Fe,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
13827,city,Shorewood,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County
49634,city,Newville,PA,"Harrisburg-Carlisle, PA",Cumberland County
32248,city,Jordan,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Scott County
397161,city,Monitor,MI,"Bay City, MI",Bay County
7257,city,Stevensville,MD,"Baltimore-Columbia-Towson, MD",Queen Annes County
7311,city,Summersville,WV,nan,Nicholas County
26771,city,Rising Sun,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County
19297,city,Medina,NY,"Rochester, NY",Orleans County
54456,city,Somers Point,NJ,"Atlantic City-Hammonton, NJ",Atlantic County
29497,city,Titusville,PA,"Oil City, PA",Venango County
39879,city,Morro Bay,CA,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County
36732,city,Sayre,PA,"Sayre, PA",Bradford County
8806,city,Pulaski,WI,"Shawano, WI",Shawano County
11823,city,Hartford,VT,"Lebanon, NH-VT",Windsor County
49369,city,Harlem,GA,"Augusta-Richmond County, GA-SC",Columbia County
16400,city,Lyons,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
39424,city,Lighthouse Point,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
44652,city,Clinton,NY,"Utica-Rome, NY",Oneida County
23696,city,Beverly Hills,MI,"Detroit-Warren-Dearborn, MI",Oakland County
119344,city,Castle Pines,CO,"Denver-Aurora-Lakewood, CO",Douglas County
10192,city,Ashville,OH,"Columbus, OH",Pickaway County
33160,city,North Mankato,MN,"Mankato, MN",Nicollet County
3751,city,Boonsboro,MD,"Hagerstown-Martinsburg, MD-WV",Washington County
8735,city,Hardeeville,SC,"Hilton Head Island-Bluffton, SC",Jasper County
37371,city,Bemidji,MN,"Bemidji, MN",Beltrami County
10111,city,Ambridge,PA,"Pittsburgh, PA",Beaver County
49252,city,Devils Lake,ND,nan,Ramsey County
18568,city,Highland Mills,NY,"Poughkeepsie-Newburgh-Middletown, NY",Orange County
7994,city,Wood River,IL,"St. Louis, MO-IL",Madison County
20316,city,Salem,IL,"Centralia, IL",Marion County
29726,city,Ashland,WI,nan,Ashland County
49220,city,Gray Court,SC,"Greenville-Anderson, SC",Laurens County
37559,city,Bremen,IN,"Plymouth, IN",Marshall County
52742,city,Kenai,AK,nan,Kenai Peninsula Borough
10036,city,Acushnet,MA,"Providence-Warwick, RI-MA",Bristol County
35604,city,Fairview,NC,"Asheville, NC",Buncombe County
18091,city,Fennville,MI,"Holland, MI",Allegan County
4143,city,Clute,TX,"Houston-The Woodlands-Sugar Land, TX",Brazoria County
43558,city,Corry,PA,"Erie, PA",Erie County
26035,city,Moyock,NC,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County
48823,city,Claremont,NC,"Hickory-Lenoir-Morganton, NC",Catawba County
18234,city,Galloway,OH,"Columbus, OH",Franklin County
29075,city,Newcastle,OK,"Oklahoma City, OK",McClain County
13791,city,Shallotte,NC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County
18689,city,Indiantown,FL,"Port St. Lucie, FL",Martin County
47489,city,Rustburg,VA,"Lynchburg, VA",Campbell County
5892,city,Medford,WI,nan,Taylor County
19108,city,Louisville,TN,"Knoxville, TN",Blount County
50446,city,Ebensburg,PA,"Johnstown, PA",Cambria County
118875,city,West Athens,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
13076,city,Oakland,TN,"Memphis, TN-MS-AR",Fayette County
38437,city,Eufaula,OK,"McAlester, OK",McIntosh County
25810,city,Mc Gregor,TX,"Waco, TX",McLennan County
8759,city,East Hanover Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Morris County
3736,city,Bohemia,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
18522,city,Hazlehurst,MS,"Jackson, MS",Copiah County
160110,city,Lake Arbor,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County
41278,city,Tremonton,UT,"Ogden-Clearfield, UT",Box Elder County
24929,city,Granite Falls,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County
11448,city,Flat Rock,MI,"Detroit-Warren-Dearborn, MI",Wayne County
13906,city,South Beloit,IL,"Rockford, IL",Winnebago County
52394,city,Hampshire,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County
31233,city,Discovery Bay,CA,"San Francisco-Oakland-Berkeley, CA",Contra Costa County
33699,city,Robstown,TX,"Corpus Christi, TX",Nueces County
399201,city,Scituate,RI,"Providence-Warwick, RI-MA",Providence County
45916,city,Jacksonville,TX,"Jacksonville, TX",Cherokee County
41205,city,Tequesta,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
9208,city,Salida,CA,"Modesto, CA",Stanislaus County
55179,city,White Plains,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County
56857,city,Tyrone,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Fayette County
11599,city,Gilbert,SC,"Columbia, SC",Lexington County
22717,city,Selma,TX,"San Antonio-New Braunfels, TX",Bexar County
42536,city,Old Saybrook,CT,"Hartford-East Hartford-Middletown, CT",Middlesex County
10438,city,Blanchester,OH,"Wilmington, OH",Clinton County
23420,city,Airmont,NY,"New York-Newark-Jersey City, NY-NJ-PA",Rockland County
31512,city,Fairview,TX,"Dallas-Fort Worth-Arlington, TX",Collin County
3940,city,Cameron,MO,"Kansas City, MO-KS",Clinton County
24047,city,Chatham,VA,"Danville, VA",Pittsylvania County
398245,city,Somers,CT,"Hartford-East Hartford-Middletown, CT",Tolland County
27392,city,Terry,MS,"Jackson, MS",Hinds County
57254,city,Hawthorne,FL,"Gainesville, FL",Alachua County
34285,city,Tiburon,CA,"San Francisco-Oakland-Berkeley, CA",Marin County
18509,city,Hayden,AL,"Birmingham-Hoover, AL",Blount County
27077,city,Sheridan,OR,"Salem, OR",Polk County
23725,city,Bladensburg,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County
25058,city,Harwich,MA,"Barnstable Town, MA",Barnstable County
4993,city,Greenville,OH,"Greenville, OH",Darke County
51489,city,Collins,MS,"Hattiesburg, MS",Covington County
54755,city,Tunkhannock,PA,"Scranton--Wilkes-Barre, PA",Wyoming County
398050,city,Winchendon,MA,"Worcester, MA-CT",Worcester County
36990,city,West Branch,MI,nan,Ogemaw County
397463,city,Buchanan,WI,"Appleton, WI",Outagamie County
244490,city,Huntington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County
5960,city,Miller Place,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
40576,city,Rio Vista,CA,"Vallejo, CA",Solano County
20308,city,Saint Louis,MI,"Alma, MI",Gratiot County
40886,city,Shiloh,OH,"Dayton-Kettering, OH",Montgomery County
27057,city,Shasta Lake,CA,"Redding, CA",Shasta County
7154,city,South Huntington,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
10505,city,Bowie,TX,nan,Montague County
25263,city,Iron Mountain,MI,"Iron Mountain, MI-WI",Dickinson County
39049,city,House Springs,MO,"St. Louis, MO-IL",Jefferson County
9987,city,Weston,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County
25284,city,Jackson,KY,nan,Breathitt County
52360,city,Gunnison,CO,nan,Gunnison County
13567,city,Rocky Point,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
49638,city,Nicholls,GA,"Douglas, GA",Coffee County
36873,city,Elma,WA,"Aberdeen, WA",Grays Harbor County
15757,city,Piedmont,OK,"Oklahoma City, OK",Canadian County
35027,city,Cayce,SC,"Columbia, SC",Lexington County
44701,city,Colts Neck Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County
45356,city,Freeport,TX,"Houston-The Woodlands-Sugar Land, TX",Brazoria County
36127,city,Mifflinburg,PA,"Lewisburg, PA",Union County
7777,city,Waterford,CA,"Modesto, CA",Stanislaus County
396889,city,Westgate-Belvedere Homes,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
3943,city,Camilla,GA,nan,Mitchell County
56111,city,Orange,VA,nan,Orange County
397471,city,Hastings,MI,nan,Barry County
41055,city,Stayton,OR,"Salem, OR",Marion County
398434,city,Brewster,MA,"Barnstable Town, MA",Barnstable County
38636,city,Galena Park,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
39639,city,Marksville,LA,nan,Avoyelles Parish
17792,city,Dobson,NC,"Mount Airy, NC",Surry County
44702,city,Columbiana,AL,"Birmingham-Hoover, AL",Shelby County
6627,city,Princeton,NC,"Raleigh-Cary, NC",Johnston County
199551,city,Blacklick Estates,OH,"Columbus, OH",Franklin County
53947,city,Polk City,IA,"Des Moines-West Des Moines, IA",Polk County
33694,city,Roanoke,AL,"LaGrange, GA-AL",Randolph County
6452,city,Peculiar,MO,"Kansas City, MO-KS",Cass County
9071,city,Pineville,KY,"Middlesborough, KY",Bell County
831662,city,Pine Grove,PA,"Pottsville, PA",Schuylkill County
47121,city,Pineville,NC,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County
20586,city,Southborough,MA,"Worcester, MA-CT",Worcester County
29454,city,Tega Cay,SC,"Charlotte-Concord-Gastonia, NC-SC",York County
208088,city,Bala-Cynwyd,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County
13392,city,Prestonsburg,KY,nan,Floyd County
398871,city,Oregon,WI,"Madison, WI",Dane County
55195,city,Whitwell,TN,"Chattanooga, TN-GA",Marion County
53996,city,Prairie Grove,AR,"Fayetteville-Springdale-Rogers, AR",Washington County
41082,city,Stokesdale,NC,"Greensboro-High Point, NC",Rockingham County
53186,city,Mascoutah,IL,"St. Louis, MO-IL",Saint Clair County
37132,city,Amherst,VA,"Lynchburg, VA",Amherst County
35659,city,Gustine,CA,"Merced, CA",Merced County
36876,city,Edwards,CO,"Edwards, CO",Eagle County
50696,city,Alpine,UT,"Provo-Orem, UT",Utah County
36355,city,Woodlake,CA,"Visalia, CA",Tulare County
50880,city,Bassett,VA,"Martinsville, VA",Henry County
40578,city,River Grove,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
49684,city,Menominee,MI,"Marinette, WI-MI",Menominee County
11788,city,Hamlet,NC,"Rockingham, NC",Richmond County
10430,city,Blaine,WA,"Bellingham, WA",Whatcom County
16832,city,Atlantic Beach,FL,"Jacksonville, FL",Duval County
44769,city,Cotati,CA,"Santa Rosa-Petaluma, CA",Sonoma County
46100,city,Lake Alfred,FL,"Lakeland-Winter Haven, FL",Polk County
40726,city,Salyersville,KY,nan,Magoffin County
25710,city,Magalia,CA,"Chico, CA",Butte County
49767,city,Portland,MI,"Grand Rapids-Kentwood, MI",Ionia County
53104,city,Madison,FL,nan,Madison County
25283,city,Jackson,AL,nan,Clarke County
31320,city,East Grand Forks,MN,"Grand Forks, ND-MN",Polk County
50386,city,Clyde,OH,"Fremont, OH",Sandusky County
4387,city,Donaldsonville,LA,"Baton Rouge, LA",Ascension Parish
51470,city,Coeburn,VA,"Big Stone Gap, VA",Wise County
35275,city,Colbert,WA,"Spokane-Spokane Valley, WA",Spokane County
37159,city,Archer,FL,"Gainesville, FL",Alachua County
8884,city,Ravenswood,WV,"Charleston, WV",Jackson County
5169,city,Hillsdale,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
3960,city,Canton,IL,"Peoria, IL",Fulton County
23749,city,Bluefield,VA,"Bluefield, WV-VA",Tazewell County
8575,city,Lafayette Hill,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County
21851,city,Kinnelon,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Morris County
3650,city,Bethalto,IL,"St. Louis, MO-IL",Madison County
27146,city,Somerdale,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County
12103,city,Jarrell,TX,"Austin-Round Rock-Georgetown, TX",Williamson County
7291,city,Struthers,OH,"Youngstown-Warren-Boardman, OH-PA",Mahoning County
20318,city,Salida,CO,nan,Chaffee County
23937,city,Canton,CT,"Hartford-East Hartford-Middletown, CT",Hartford County
14024,city,Suamico,WI,"Green Bay, WI",Brown County
12524,city,Manchester,MD,"Baltimore-Columbia-Towson, MD",Carroll County
20697,city,Stuttgart,AR,"Pine Bluff, AR",Arkansas County
19207,city,Mariposa,CA,nan,Mariposa County
