region_id,region_type,city,state,state_region,county,value
40136,city,Ogden Dunes,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Porter County,274883.22635
33488,city,Port Barrington,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,346440.9824
26480,city,Phoenix,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,64170.33954
26801,city,Rockdale,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,144793.30690000003
52965,city,Lily Lake,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,373235.47045
31594,city,Forestview,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,214126.06565
40424,city,Powers Lake,WI,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,173794.3873
14168,city,Tower Lakes,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,469333.8664
32054,city,Hodgkins,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,219719.64575
53668,city,Oakwood Hills,IL,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,224903.18595
54684,city,Third Lake,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,270193.2194
253528,city,Lake Shangrila,WI,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,187773.3606
4754,city,Forest Lake,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,302407.91195
32238,city,Joliet,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,157025.92575
17943,city,Elgin,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,209746.0308
54747,city,Trout Valley,IL,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,371104.98815
25156,city,Holiday Hills,IL,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,162442.6615
32522,city,Lisle,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,301472.44865000003
26044,city,Munster,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,179913.32205000002
52390,city,Hammond,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,58020.3243
49659,city,Medinah,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,380496.867
9163,city,Old Mill Creek,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,366030.5473
26534,city,Plainfield,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,268259.2061
39931,city,Naperville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,389816.79705
39220,city,Kenosha,WI,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,152202.98315
17426,city,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,253452.38435
25145,city,Hobart,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,111456.6412
14588,city,Westmont,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,286469.8997
19113,city,Lowell,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,139107.53704999998
18612,city,Homer Glen,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,356380.03615
33145,city,North Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,116271.93805
25758,city,Markham,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,60677.650175
395497,city,Campton Hills,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,469563.2418
45903,city,Itasca,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,363298.29045
26755,city,Richton Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,130409.3631
31795,city,Golf,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,806011.9606
