,indicator_id,region_id,date,value,indicator,category,region_type,region
180382,ZALL,84413,9/30/1998,113106.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180383,ZALL,84413,10/31/1998,115244.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180384,ZALL,84413,11/30/1998,117233.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180385,ZALL,84413,12/31/1998,118537.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180386,ZALL,84413,1/31/1999,119079.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180387,ZALL,84413,2/28/1999,119476.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180388,ZALL,84413,3/31/1999,119985.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180389,ZALL,84413,4/30/1999,120565.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180390,ZALL,84413,5/31/1999,120806.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180391,ZALL,84413,6/30/1999,121343.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180392,ZALL,84413,7/31/1999,122161.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180393,ZALL,84413,8/31/1999,122847.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180394,ZALL,84413,9/30/1999,123192.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180395,ZALL,84413,10/31/1999,123533.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180396,ZALL,84413,11/30/1999,124244.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
180397,ZALL,84413,12/31/1999,125025.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60164;IL;Chicago-Naperville-Elgin, IL-IN-WI;Northlake;Cook County"
182413,ZALL,399606,1/31/1996,166840.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182414,ZALL,399606,2/29/1996,166687.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182415,ZALL,399606,3/31/1996,166484.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182416,ZALL,399606,4/30/1996,166133.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182417,ZALL,399606,5/31/1996,165642.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182418,ZALL,399606,6/30/1996,165278.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182419,ZALL,399606,7/31/1996,164911.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182420,ZALL,399606,8/31/1996,164936.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182421,ZALL,399606,9/30/1996,164961.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182422,ZALL,399606,10/31/1996,165355.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182423,ZALL,399606,11/30/1996,165714.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182424,ZALL,399606,12/31/1996,165931.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182425,ZALL,399606,1/31/1997,166050.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182426,ZALL,399606,2/28/1997,166146.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182427,ZALL,399606,3/31/1997,166567.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182428,ZALL,399606,4/30/1997,166979.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182429,ZALL,399606,5/31/1997,167610.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182430,ZALL,399606,6/30/1997,168151.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182431,ZALL,399606,7/31/1997,168790.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182432,ZALL,399606,8/31/1997,169015.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182433,ZALL,399606,9/30/1997,169326.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182434,ZALL,399606,10/31/1997,169157.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182435,ZALL,399606,11/30/1997,169074.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182436,ZALL,399606,12/31/1997,169334.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182437,ZALL,399606,1/31/1998,169821.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182438,ZALL,399606,2/28/1998,170363.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182439,ZALL,399606,3/31/1998,170377.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182440,ZALL,399606,4/30/1998,170476.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182441,ZALL,399606,5/31/1998,170783.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182442,ZALL,399606,6/30/1998,171124.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182443,ZALL,399606,7/31/1998,171396.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182444,ZALL,399606,8/31/1998,171629.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182445,ZALL,399606,9/30/1998,171963.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182446,ZALL,399606,10/31/1998,172407.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182447,ZALL,399606,11/30/1998,172807.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182448,ZALL,399606,12/31/1998,173175.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182449,ZALL,399606,1/31/1999,173569.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182450,ZALL,399606,2/28/1999,173969.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182451,ZALL,399606,3/31/1999,174826.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182452,ZALL,399606,4/30/1999,175521.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182453,ZALL,399606,5/31/1999,176034.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182454,ZALL,399606,6/30/1999,176494.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182455,ZALL,399606,7/31/1999,177263.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182456,ZALL,399606,8/31/1999,178084.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182457,ZALL,399606,9/30/1999,178784.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182458,ZALL,399606,10/31/1999,179455.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182459,ZALL,399606,11/30/1999,180564.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182460,ZALL,399606,12/31/1999,181423.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60404;IL;Chicago-Naperville-Elgin, IL-IN-WI;Shorewood;Will County"
182737,ZALL,84571,1/31/1996,165877.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182738,ZALL,84571,2/29/1996,165698.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182739,ZALL,84571,3/31/1996,165736.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182740,ZALL,84571,4/30/1996,165680.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182741,ZALL,84571,5/31/1996,165487.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182742,ZALL,84571,6/30/1996,165386.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182743,ZALL,84571,7/31/1996,165345.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182744,ZALL,84571,8/31/1996,165886.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182745,ZALL,84571,9/30/1996,166303.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182746,ZALL,84571,10/31/1996,167164.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182747,ZALL,84571,11/30/1996,168280.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182748,ZALL,84571,12/31/1996,169316.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182749,ZALL,84571,1/31/1997,169955.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182750,ZALL,84571,2/28/1997,170212.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182751,ZALL,84571,3/31/1997,170330.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182752,ZALL,84571,4/30/1997,170514.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182753,ZALL,84571,5/31/1997,170265.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182754,ZALL,84571,6/30/1997,169992.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182755,ZALL,84571,7/31/1997,169388.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182756,ZALL,84571,8/31/1997,168111.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182757,ZALL,84571,9/30/1997,166514.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182758,ZALL,84571,10/31/1997,164019.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182759,ZALL,84571,11/30/1997,161554.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182760,ZALL,84571,12/31/1997,159795.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182761,ZALL,84571,1/31/1998,159128.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182762,ZALL,84571,2/28/1998,159287.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182763,ZALL,84571,3/31/1998,159322.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182764,ZALL,84571,4/30/1998,159296.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182765,ZALL,84571,5/31/1998,160530.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182766,ZALL,84571,6/30/1998,161588.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182767,ZALL,84571,7/31/1998,163095.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182768,ZALL,84571,8/31/1998,164360.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182769,ZALL,84571,9/30/1998,166710.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182770,ZALL,84571,10/31/1998,169733.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182771,ZALL,84571,11/30/1998,172365.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182772,ZALL,84571,12/31/1998,174076.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182773,ZALL,84571,1/31/1999,174847.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182774,ZALL,84571,2/28/1999,175420.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182775,ZALL,84571,3/31/1999,176299.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182776,ZALL,84571,4/30/1999,177352.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182777,ZALL,84571,5/31/1999,177753.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182778,ZALL,84571,6/30/1999,178241.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182779,ZALL,84571,7/31/1999,178617.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182780,ZALL,84571,8/31/1999,179350.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182781,ZALL,84571,9/30/1999,179570.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182782,ZALL,84571,10/31/1999,179790.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182783,ZALL,84571,11/30/1999,180186.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
182784,ZALL,84571,12/31/1999,180899.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60542;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Aurora;Kane County"
183218,ZALL,78109,9/30/1999,120894.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183219,ZALL,78109,10/31/1999,120662.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183220,ZALL,78109,11/30/1999,120805.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183221,ZALL,78109,12/31/1999,120804.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183222,ZALL,78109,1/31/2000,121304.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183223,ZALL,78109,2/29/2000,121956.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183224,ZALL,78109,3/31/2000,122740.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183225,ZALL,78109,4/30/2000,123495.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183226,ZALL,78109,5/31/2000,124073.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183227,ZALL,78109,6/30/2000,124902.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183228,ZALL,78109,7/31/2000,125816.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183229,ZALL,78109,8/31/2000,127099.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183230,ZALL,78109,9/30/2000,128404.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183231,ZALL,78109,10/31/2000,129687.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183232,ZALL,78109,11/30/2000,130532.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183233,ZALL,78109,12/31/2000,131867.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183234,ZALL,78109,1/31/2001,132922.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183235,ZALL,78109,2/28/2001,133966.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183236,ZALL,78109,3/31/2001,134639.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183237,ZALL,78109,4/30/2001,135302.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
183238,ZALL,78109,5/31/2001,136198.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46356;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lowell;Lake County"
